#heatmap
!legendTitle	Propionate pathway-1
!showLegends	1
#!defaultStrokeColor	pink
#!defaultStrokeWidth	2
!colorgradient	white,#9970ab
!colorgradientMarkLabel	0,1
# -- heatmap column labels --
!showHeatMapColumnLabel	1
!heatmapColumnLabels	pathway1
# -- heatmap --
!heatmap	margin=0,colwidth=20,roundedcorner=0
# -- show data value
!showdataValue	show=0,fontsize=12,fontitalic=0,textalign=start
GCA_013694215	0
GCA_014131675	1
GCA_014131715	1
GCA_014174405	0
GCA_014202115	0
GCA_014202695	0
GCA_014202875	0
GCA_014218335	0
GCA_014218355	0
GCA_014269345	0
GCA_014287435	0
GCA_014287475	1
GCA_014287515	0
GCA_014287535	0
GCA_014287615	1
GCA_014287625	0
GCA_014287635	0
GCA_014287705	0
GCA_014287735	0
GCA_014287855	0
GCA_014290175	0
GCA_014290215	1
GCA_014297245	0
GCA_014297335	0
GCA_014297345	0
GCA_014297355	1
GCA_014337155	0
GCA_014337175	0
GCA_014337195	0
GCA_014337215	1
GCA_014384925	0
GCA_014384985	0
GCA_014384995	0
GCA_014385005	0
GCA_014385265	0
GCA_014385375	0
GCA_014385405	1
GCA_014467075	1
GCA_014982935	1
GCA_014982975	1
GCA_015159595	0
GCA_015547305	0
GCA_015547745	1
GCA_015548065	1
GCA_015548425	0
GCA_015548445	1
GCA_015548735	0
GCA_015548925	1
GCA_015549075	0
GCA_015549285	0
GCA_015549355	0
GCA_015549855	0
GCA_015550045	0
GCA_015550485	0
GCA_015550775	0
GCA_015550825	0
GCA_015550855	0
GCA_015550985	0
GCA_015551045	0
GCA_015551295	0
GCA_015551555	1
GCA_015552445	0
GCA_015552615	0
GCA_015552855	0
GCA_015552885	1
GCA_015552945	1
GCA_015553285	0
GCA_015553305	1
GCA_015553565	0
GCA_015553595	0
GCA_015554215	0
GCA_015554275	0
GCA_015554465	0
GCA_015554555	0
GCA_015554585	0
GCA_015554695	1
GCA_015554785	0
GCA_015555015	1
GCA_015555785	0
GCA_015556085	1
GCA_015556105	0
GCA_015556185	0
GCA_015556245	0
GCA_015556385	1
GCA_015556425	0
GCA_015557515	0
GCA_015557635	0
GCA_015557875	1
GCA_015558055	0
GCA_015558345	1
GCA_015558505	0
GCA_015558615	1
GCA_015559035	0
GCA_015559345	0
GCA_015559385	0
GCA_015559645	0
GCA_015560005	1
GCA_015560015	0
GCA_015560155	0
GCA_015560805	0
GCA_015560815	0
GCA_015561285	0
GCA_015667215	0
GCA_015667315	1
GCA_015667435	1
GCA_015667495	0
GCA_015667855	0
GCA_015667985	0
GCA_015668015	1
GCA_015668165	0
GCA_015668255	1
GCA_015668375	0
GCA_015669005	1
GCA_015669135	0
GCA_015669475	1
GCA_015669665	0
GCA_015669755	0
GCA_015669775	1
GCA_015669935	0
GCA_015670615	0
GCA_015670935	1
GCA_015999265	0
GCA_016586355	0
GCA_016586395	0
GCA_016586415	1
GCA_016591975	0
GCA_016696785	1
GCA_016889665	1
GCA_016899555	1
GCA_016899835	1
GCA_016899975	0
GCA_016900155	0
GCA_016900515	0
GCA_016900595	1
GCA_016901915	1
GCA_016902195	1
GCA_016902345	1
GCA_016902535	1
GCA_016904155	0
GCA_016906045	0
GCA_016908695	0
GCA_017565785	0
GCA_017566055	0
GCA_018140635	0
GCA_018141845	0
GCA_018223435	0
GCA_018223505	0
GCA_018228665	1
GCA_018784685	0
GCA_018784725	0
GCA_018785565	0
GCA_018785585	0
GCA_018785605	0
GCA_018785655	0
GCA_900066085	0
GCA_900066145	0
GCA_900066165	0
GCA_900066205	0
GCA_900066325	0
GCA_900066335	1
GCA_900066505	0
GCA_900066745	0
GCA_900066965	0
GCA_900066985	1
GCA_900070325	0
GCA_900078295	0
GCA_900086725	0
GCA_900095725	0
GCA_900096675	0
GCA_900096945	1
GCA_900100095	0
GCA_900100245	0
GCA_900100545	0
GCA_900100685	1
GCA_900100895	0
GCA_900101315	0
GCA_900101325	0
GCA_900101605	0
GCA_900102065	0
GCA_900102235	0
GCA_900102475	0
GCA_900102515	0
GCA_900102595	1
GCA_900103015	0
GCA_900103495	0
GCA_900103635	0
GCA_900103815	0
GCA_900104155	0
GCA_900104335	0
GCA_900104635	0
GCA_900105615	0
GCA_900106615	0
GCA_900107245	0
GCA_900107545	0
GCA_900107575	0
GCA_900107835	0
GCA_900108105	0
GCA_900108125	0
GCA_900108895	1
GCA_900109005	0
GCA_900109475	0
GCA_900109715	0
GCA_900110635	1
GCA_900110805	0
GCA_900110975	0
GCA_900111185	0
GCA_900111325	0
GCA_900111635	0
GCA_900112085	0
GCA_900112195	0
GCA_900112855	0
GCA_900113155	1
GCA_900113385	0
GCA_900113415	0
GCA_900113595	0
GCA_900113655	0
GCA_900114405	0
GCA_900115215	0
GCA_900115355	0
GCA_900115365	0
GCA_900115735	0
GCA_900115795	0
GCA_900115855	1
GCA_900115945	1
GCA_900116395	0
GCA_900116865	0
GCA_900116875	0
GCA_900120195	1
GCA_900120295	0
GCA_900120345	1
GCA_900129945	0
GCA_900141825	0
GCA_900141895	0
GCA_900142165	0
GCA_900142265	1
GCA_900143205	0
GCA_900143645	1
GCA_900168235	0
GCA_900184995	0
GCA_900185635	0
GCA_900199395	0
GCA_900199595	1
GCA_900205915	0
GCA_900205965	0
GCA_900209925	0
GCA_900218035	0
GCA_900240245	1
GCA_900240315	0
GCA_900243045	0
GCA_900248245	0
GCA_900258535	1
GCA_900290215	0
GCA_900447015	1
GCA_900461125	1
GCA_900461315	0
GCA_900537995	0
GCA_900624715	1
GCA_900625025	0
GCA_900638755	0
GCA_902167525	0
GCA_902167715	1
GCA_902167735	1
GCA_902167765	0
GCA_902167835	1
GCA_902167945	1
GCA_902167955	0
GCA_902167965	0
GCF_000154245	0
GCF_000154305	1
GCF_000154365	1
GCF_000154545	1
GCF_000156535	0
GCF_000156675	0
GCF_000159055	0
GCF_000159975	0
GCF_000190355	1
GCF_000466465	0
GCF_000820745	0
GCF_001049915	0
GCF_001244405	1
GCF_900078195	0
GCF_900086625	0
GF3HA05001B	0
GF3HA05002	1
GF3HA19001	0
GF3HA19005B	1
HF3HA17001	1
HF3HA19003	0
IF01-08pH9TA	0
IF03-09b2A	0
IM01-09pH9A	0
IMG_2524023161	1
IMG_2651869904	1
IMG_2756170274	1
IMG_2861347227	0
IMG_2926471356	1
IMG_2928543200	0
IMG_650377968	0
LG100-20	0
LG100-32	0
LG101-08	1
LG101-10	1
LG101-27	0
OF01-1AC	1
OF01-20	0
OF01-4LB	1
OF02-4LB	0
OF02-6	0
OF03-13	0
OF03-14	1
OF03-15BH	0
OF03-18AA	0
OF03-24	0
OF03-6AA	1
OF05-1	1
OF05-2BH	1
OF05-3	0
OF09-1	0
OF09-10	0
OF09-25XD	0
OF09-33XD	1
OF09-36	0
OF09-6	0
OF09-6XD	0
OF10-22XD	0
OF11-22	0
OF11-28	0
OF12-5	0
OF13-16	1
OF13-4	0
OF14-22SRA	0
OF14-2A	0
OF15-11BHA	0
OF24-11pH9A	1
OF25-8pH10A	0
OF27-10pH9A	0
OF27-16pH10A	0
OF27-8pH10A	0
OF27-8pH9A	0
OF30-10pH10A	0
OF34-2pH9A	0
OF40-10pH9A	1
OF42-12pH9A	0
OF42-13pH9A	0
OF42-16pH10A	0
OM02-1	0
OM02-12	0
OM02-15	0
OM02-16	1
OM02-16LB	0
OM02-18AC	1
OM02-26	0
OM02-2LB	0
OM02-3	0
OM02-31	0
OM03-18	0
OM03-2	0
OM03-6	1
OM03-7AC	0
OM04-10AA	0
OM04-10BH	0
OM04-12AA	0
OM04-12BH	0
OM04-13BH	1
OM04-15AA	0
OM04-4AA	1
OM04-5BH	0
OM04-7	0
OM05-10BH	0
OM05-3AA	0
OM05-5BH	0
OM05-6	0
OM05-6AA	0
OM05-6BH	0
OM05-7	0
OM05-8AA	0
OM05-9	0
OM05-9BH	0
OM06-11AA	1
OM06-15AC	0
OM06-25	1
OM06-34AC	1
OM07-10AC	0
OM07-11	1
OM07-13	0
OM07-19	1
OM07-5	0
OM07-7	1
OM07-9AC	0
OM08-11AC	0
OM08-12AT	0
OM08-13AT	1
OM08-29	0
OM08-6BH	0
OM08-7	0
OM08-9BH	1
OM13-16MHA	1
OM13-19A	0
OM13-19BHA	1
OM13-25BHA	1
OM14-6A	0
OM15-82A	0
PF3HA28002B	0
SF3HA21011B	1
TF01-11	0
TF01-20-2	0
TF01-6	0
TF05-11AC	0
TF05-5AC	0
TF06-15AC	0
TF06-18-r	0
TF06-23	0
TF06-38A	0
TF08-15	0
TF08-3AC	0
TF08-4	1
TF09-10AC	1
TF09-11AC	0
TF09-12AC	1
TF09-2AC	1
TF09-3	0
TF09-4AC	1
TF09-5	0
TF10-12AC	1
TF10-30	0
TF10-5	0
TF10-6	1
TF10-8AT	0
TF11-11	0
TF11-13	1
TF11-13AC	0
TF11-15AC	0
TF11-2AC	0
TF11-31AT	0
TF11-7	1
TF12-1	0
TF12-12AT	0
TF12-31AT	0
TM04-16	0
TM05-5	0
TM06-18	0
TM07-19	0
TM07-2AC	0
TM09-10	0
TM09-12	0
TM09-13AC	1
TM09-16AC	0
TM09-19AC	0
TM09-4	0
TM10-1AC	0
TM10-2	0
TM10-3	0
TM10-9AT	0
TM11-1A	0
TM12-19A	0
TM13-2A	1
TM14-13A	1
