genome,group,pos
GCA_013303785.fna,Clade1,2937084
GCA_013303785.fna,Clade1,2938792
GCA_013303785.fna,Clade1,2938876
GCA_013303785.fna,Clade1,2939044
GCA_013303785.fna,Clade1,2939155
GCA_013303785.fna,Clade1,2939377
GCA_013303785.fna,Clade1,2939566
GCA_013303785.fna,Clade1,2939625
GCA_013303785.fna,Clade1,2939646
GCA_013303785.fna,Clade1,2939668
GCA_013303785.fna,Clade1,2939833
GCA_013303785.fna,Clade1,2939845
GCA_013303785.fna,Clade1,2941358
GCA_013303785.fna,Clade1,2941381
GCA_013303785.fna,Clade1,2941447
GCA_013303785.fna,Clade1,2941498
GCA_013303785.fna,Clade1,2941499
GCA_013303785.fna,Clade1,2941503
GCA_013303785.fna,Clade1,2941515
GCA_013303785.fna,Clade1,2941523
GCA_013303785.fna,Clade1,2941524
GCA_013303785.fna,Clade1,2941528
GCA_013303785.fna,Clade1,2941534
GCA_013303785.fna,Clade1,2941540
GCA_013303785.fna,Clade1,2941542
GCA_013303785.fna,Clade1,2941548
GCA_013303785.fna,Clade1,2941555
GCA_013303785.fna,Clade1,2941561
GCA_013303785.fna,Clade1,2941816
GCA_013303785.fna,Clade1,2941948
GCA_013303785.fna,Clade1,2941957
GCA_013303785.fna,Clade1,2942757
GCA_013303785.fna,Clade1,2942767
GCA_013303785.fna,Clade1,2942862
GCA_013303785.fna,Clade1,2942899
GCA_013303785.fna,Clade1,2943506
GCA_013303865.fna,Clade1,2936622
GCA_013303865.fna,Clade1,2936964
GCA_013303865.fna,Clade1,2937045
GCA_013303865.fna,Clade1,2937054
GCA_013303865.fna,Clade1,2937066
GCA_013303865.fna,Clade1,2937075
GCA_013303865.fna,Clade1,2937084
GCA_013303865.fna,Clade1,2938792
GCA_013303865.fna,Clade1,2938876
GCA_013303865.fna,Clade1,2939044
GCA_013303865.fna,Clade1,2939155
GCA_013303865.fna,Clade1,2939377
GCA_013303865.fna,Clade1,2939566
GCA_013303865.fna,Clade1,2939625
GCA_013303865.fna,Clade1,2939646
GCA_013303865.fna,Clade1,2939668
GCA_013303865.fna,Clade1,2939833
GCA_013303865.fna,Clade1,2939845
GCA_013303865.fna,Clade1,2941358
GCA_013303865.fna,Clade1,2941381
GCA_013303865.fna,Clade1,2941447
GCA_013303865.fna,Clade1,2941498
GCA_013303865.fna,Clade1,2941499
GCA_013303865.fna,Clade1,2941503
GCA_013303865.fna,Clade1,2941515
GCA_013303865.fna,Clade1,2941523
GCA_013303865.fna,Clade1,2941524
GCA_013303865.fna,Clade1,2941528
GCA_013303865.fna,Clade1,2941534
GCA_013303865.fna,Clade1,2941540
GCA_013303865.fna,Clade1,2941542
GCA_013303865.fna,Clade1,2941548
GCA_013303865.fna,Clade1,2941555
GCA_013303865.fna,Clade1,2941561
GCA_013303865.fna,Clade1,2941816
GCA_013303865.fna,Clade1,2941948
GCA_013303865.fna,Clade1,2941957
GCA_013303865.fna,Clade1,2942757
GCA_013303865.fna,Clade1,2942767
GCA_013303865.fna,Clade1,2942862
GCA_013303865.fna,Clade1,2942899
GCA_013303865.fna,Clade1,2943506
GCA_013303875.fna,Clade1,2936622
GCA_013303875.fna,Clade1,2936964
GCA_013303875.fna,Clade1,2937045
GCA_013303875.fna,Clade1,2937054
GCA_013303875.fna,Clade1,2937066
GCA_013303875.fna,Clade1,2937075
GCA_013303875.fna,Clade1,2937084
GCA_013303875.fna,Clade1,2938792
GCA_013303875.fna,Clade1,2938876
GCA_013303875.fna,Clade1,2939044
GCA_013303875.fna,Clade1,2939155
GCA_013303875.fna,Clade1,2939377
GCA_013303875.fna,Clade1,2939566
GCA_013303875.fna,Clade1,2939625
GCA_013303875.fna,Clade1,2939646
GCA_013303875.fna,Clade1,2939668
GCA_013303875.fna,Clade1,2939833
GCA_013303875.fna,Clade1,2939845
GCA_013303875.fna,Clade1,2941358
GCA_013303875.fna,Clade1,2941381
GCA_013303875.fna,Clade1,2941447
GCA_013303875.fna,Clade1,2941498
GCA_013303875.fna,Clade1,2941499
GCA_013303875.fna,Clade1,2941503
GCA_013303875.fna,Clade1,2941515
GCA_013303875.fna,Clade1,2941523
GCA_013303875.fna,Clade1,2941524
GCA_013303875.fna,Clade1,2941528
GCA_013303875.fna,Clade1,2941534
GCA_013303875.fna,Clade1,2941540
GCA_013303875.fna,Clade1,2941542
GCA_013303875.fna,Clade1,2941548
GCA_013303875.fna,Clade1,2941555
GCA_013303875.fna,Clade1,2941561
GCA_013303875.fna,Clade1,2941816
GCA_013303875.fna,Clade1,2941948
GCA_013303875.fna,Clade1,2941957
GCA_013303875.fna,Clade1,2942757
GCA_013303875.fna,Clade1,2942767
GCA_013303875.fna,Clade1,2942862
GCA_013303875.fna,Clade1,2942899
GCA_013303875.fna,Clade1,2943506
GCA_013303885.fna,Clade1,2936622
GCA_013303885.fna,Clade1,2936964
GCA_013303885.fna,Clade1,2937045
GCA_013303885.fna,Clade1,2937054
GCA_013303885.fna,Clade1,2937066
GCA_013303885.fna,Clade1,2937075
GCA_013303885.fna,Clade1,2937084
GCA_013303885.fna,Clade1,2938792
GCA_013303885.fna,Clade1,2938876
GCA_013303885.fna,Clade1,2939044
GCA_013303885.fna,Clade1,2939155
GCA_013303885.fna,Clade1,2939377
GCA_013303885.fna,Clade1,2939566
GCA_013303885.fna,Clade1,2939625
GCA_013303885.fna,Clade1,2939646
GCA_013303885.fna,Clade1,2939668
GCA_013303885.fna,Clade1,2939833
GCA_013303885.fna,Clade1,2939845
GCA_013303885.fna,Clade1,2941358
GCA_013303885.fna,Clade1,2941381
GCA_013303885.fna,Clade1,2941447
GCA_013303885.fna,Clade1,2941498
GCA_013303885.fna,Clade1,2941499
GCA_013303885.fna,Clade1,2941503
GCA_013303885.fna,Clade1,2941515
GCA_013303885.fna,Clade1,2941523
GCA_013303885.fna,Clade1,2941524
GCA_013303885.fna,Clade1,2941528
GCA_013303885.fna,Clade1,2941534
GCA_013303885.fna,Clade1,2941540
GCA_013303885.fna,Clade1,2941542
GCA_013303885.fna,Clade1,2941548
GCA_013303885.fna,Clade1,2941555
GCA_013303885.fna,Clade1,2941561
GCA_013303885.fna,Clade1,2941816
GCA_013303885.fna,Clade1,2941948
GCA_013303885.fna,Clade1,2941957
GCA_013303885.fna,Clade1,2942757
GCA_013303885.fna,Clade1,2942767
GCA_013303885.fna,Clade1,2942862
GCA_013303885.fna,Clade1,2942899
GCA_013303885.fna,Clade1,2943506
GCA_013303905.fna,Clade1,2936622
GCA_013303905.fna,Clade1,2936964
GCA_013303905.fna,Clade1,2937045
GCA_013303905.fna,Clade1,2937054
GCA_013303905.fna,Clade1,2937066
GCA_013303905.fna,Clade1,2937075
GCA_013303905.fna,Clade1,2937084
GCA_013303905.fna,Clade1,2938792
GCA_013303905.fna,Clade1,2938876
GCA_013303905.fna,Clade1,2939044
GCA_013303905.fna,Clade1,2939155
GCA_013303905.fna,Clade1,2939377
GCA_013303905.fna,Clade1,2939566
GCA_013303905.fna,Clade1,2939625
GCA_013303905.fna,Clade1,2939646
GCA_013303905.fna,Clade1,2939668
GCA_013303905.fna,Clade1,2939833
GCA_013303905.fna,Clade1,2939845
GCA_013303905.fna,Clade1,2941358
GCA_013303905.fna,Clade1,2941381
GCA_013303905.fna,Clade1,2941447
GCA_013303905.fna,Clade1,2941498
GCA_013303905.fna,Clade1,2941499
GCA_013303905.fna,Clade1,2941503
GCA_013303905.fna,Clade1,2941515
GCA_013303905.fna,Clade1,2941523
GCA_013303905.fna,Clade1,2941524
GCA_013303905.fna,Clade1,2941528
GCA_013303905.fna,Clade1,2941534
GCA_013303905.fna,Clade1,2941540
GCA_013303905.fna,Clade1,2941542
GCA_013303905.fna,Clade1,2941548
GCA_013303905.fna,Clade1,2941555
GCA_013303905.fna,Clade1,2941561
GCA_013303905.fna,Clade1,2941816
GCA_013303905.fna,Clade1,2941948
GCA_013303905.fna,Clade1,2941957
GCA_013303905.fna,Clade1,2942757
GCA_013303905.fna,Clade1,2942767
GCA_013303905.fna,Clade1,2942862
GCA_013303905.fna,Clade1,2942899
GCA_013303905.fna,Clade1,2943506
GCA_013303945.fna,Clade1,2936622
GCA_013303945.fna,Clade1,2936964
GCA_013303945.fna,Clade1,2937045
GCA_013303945.fna,Clade1,2937054
GCA_013303945.fna,Clade1,2937066
GCA_013303945.fna,Clade1,2937075
GCA_013303945.fna,Clade1,2937084
GCA_013303945.fna,Clade1,2938792
GCA_013303945.fna,Clade1,2938876
GCA_013303945.fna,Clade1,2939044
GCA_013303945.fna,Clade1,2939155
GCA_013303945.fna,Clade1,2939377
GCA_013303945.fna,Clade1,2939566
GCA_013303945.fna,Clade1,2939625
GCA_013303945.fna,Clade1,2939646
GCA_013303945.fna,Clade1,2939668
GCA_013303945.fna,Clade1,2939833
GCA_013303945.fna,Clade1,2939845
GCA_013303945.fna,Clade1,2941358
GCA_013303945.fna,Clade1,2941381
GCA_013303945.fna,Clade1,2941447
GCA_013303945.fna,Clade1,2941498
GCA_013303945.fna,Clade1,2941499
GCA_013303945.fna,Clade1,2941503
GCA_013303945.fna,Clade1,2941515
GCA_013303945.fna,Clade1,2941523
GCA_013303945.fna,Clade1,2941524
GCA_013303945.fna,Clade1,2941528
GCA_013303945.fna,Clade1,2941534
GCA_013303945.fna,Clade1,2941540
GCA_013303945.fna,Clade1,2941542
GCA_013303945.fna,Clade1,2941548
GCA_013303945.fna,Clade1,2941555
GCA_013303945.fna,Clade1,2941561
GCA_013303945.fna,Clade1,2941816
GCA_013303945.fna,Clade1,2941948
GCA_013303945.fna,Clade1,2941957
GCA_013303945.fna,Clade1,2942757
GCA_013303945.fna,Clade1,2942767
GCA_013303945.fna,Clade1,2942862
GCA_013303945.fna,Clade1,2942899
GCA_013303945.fna,Clade1,2943506
GCA_015550775.fna,Clade1,2936436
GCA_015550775.fna,Clade1,2936556
GCA_015550775.fna,Clade1,2936622
GCA_015550775.fna,Clade1,2936964
GCA_015550775.fna,Clade1,2937024
GCA_015550775.fna,Clade1,2937081
GCA_015550775.fna,Clade1,2938708
GCA_015550775.fna,Clade1,2938897
GCA_015550775.fna,Clade1,2939155
GCA_015550775.fna,Clade1,2939392
GCA_015550775.fna,Clade1,2939419
GCA_015550775.fna,Clade1,2939566
GCA_015550775.fna,Clade1,2939646
GCA_015550775.fna,Clade1,2939668
GCA_015550775.fna,Clade1,2939704
GCA_015550775.fna,Clade1,2939833
GCA_015550775.fna,Clade1,2941358
GCA_015550775.fna,Clade1,2941389
GCA_015550775.fna,Clade1,2941498
GCA_015550775.fna,Clade1,2941499
GCA_015550775.fna,Clade1,2941503
GCA_015550775.fna,Clade1,2941510
GCA_015550775.fna,Clade1,2941515
GCA_015550775.fna,Clade1,2941523
GCA_015550775.fna,Clade1,2941524
GCA_015550775.fna,Clade1,2941528
GCA_015550775.fna,Clade1,2941534
GCA_015550775.fna,Clade1,2941535
GCA_015550775.fna,Clade1,2941540
GCA_015550775.fna,Clade1,2941542
GCA_015550775.fna,Clade1,2941555
GCA_015550775.fna,Clade1,2941561
GCA_015550775.fna,Clade1,2941615
GCA_015550775.fna,Clade1,2941621
GCA_015550775.fna,Clade1,2941627
GCA_015550775.fna,Clade1,2941639
GCA_015550775.fna,Clade1,2941654
GCA_015550775.fna,Clade1,2941693
GCA_015550775.fna,Clade1,2941816
GCA_015550775.fna,Clade1,2941948
GCA_015550775.fna,Clade1,2942757
GCA_015550775.fna,Clade1,2942767
GCA_015550775.fna,Clade1,2942862
GCA_015550775.fna,Clade1,2942905
GCA_015550775.fna,Clade1,2943112
GCA_015550775.fna,Clade1,2943506
GCA_015551295.fna,Clade1,2936436
GCA_015551295.fna,Clade1,2936493
GCA_015551295.fna,Clade1,2936556
GCA_015551295.fna,Clade1,2936622
GCA_015551295.fna,Clade1,2936964
GCA_015551295.fna,Clade1,2937024
GCA_015551295.fna,Clade1,2937045
GCA_015551295.fna,Clade1,2937054
GCA_015551295.fna,Clade1,2937066
GCA_015551295.fna,Clade1,2937075
GCA_015551295.fna,Clade1,2938792
GCA_015551295.fna,Clade1,2938873
GCA_015551295.fna,Clade1,2938897
GCA_015551295.fna,Clade1,2939155
GCA_015551295.fna,Clade1,2939392
GCA_015551295.fna,Clade1,2939419
GCA_015551295.fna,Clade1,2939566
GCA_015551295.fna,Clade1,2939625
GCA_015551295.fna,Clade1,2939646
GCA_015551295.fna,Clade1,2939668
GCA_015551295.fna,Clade1,2939833
GCA_015551295.fna,Clade1,2941391
GCA_015551295.fna,Clade1,2941398
GCA_015551295.fna,Clade1,2941533
GCA_015551295.fna,Clade1,2941548
GCA_015551295.fna,Clade1,2941555
GCA_015551295.fna,Clade1,2941561
GCA_015551295.fna,Clade1,2941654
GCA_015551295.fna,Clade1,2941816
GCA_015551295.fna,Clade1,2941825
GCA_015551295.fna,Clade1,2941939
GCA_015551295.fna,Clade1,2941948
GCA_015551295.fna,Clade1,2941952
GCA_015551295.fna,Clade1,2942650
GCA_015551295.fna,Clade1,2942848
GCA_015551295.fna,Clade1,2942862
GCA_015551295.fna,Clade1,2943112
GCA_015551295.fna,Clade1,2943506
GCA_015553565.fna,Clade1,2936436
GCA_015553565.fna,Clade1,2936568
GCA_015553565.fna,Clade1,2936596
GCA_015553565.fna,Clade1,2936964
GCA_015553565.fna,Clade1,2937024
GCA_015553565.fna,Clade1,2937045
GCA_015553565.fna,Clade1,2937054
GCA_015553565.fna,Clade1,2937066
GCA_015553565.fna,Clade1,2937075
GCA_015553565.fna,Clade1,2938708
GCA_015553565.fna,Clade1,2938897
GCA_015553565.fna,Clade1,2939155
GCA_015553565.fna,Clade1,2939392
GCA_015553565.fna,Clade1,2939419
GCA_015553565.fna,Clade1,2939512
GCA_015553565.fna,Clade1,2939566
GCA_015553565.fna,Clade1,2939646
GCA_015553565.fna,Clade1,2939704
GCA_015553565.fna,Clade1,2939749
GCA_015553565.fna,Clade1,2939833
GCA_015553565.fna,Clade1,2943506
GCA_015669665.fna,Clade1,2936622
GCA_015669665.fna,Clade1,2936646
GCA_015669665.fna,Clade1,2936964
GCA_015669665.fna,Clade1,2937051
GCA_015669665.fna,Clade1,2938708
GCA_015669665.fna,Clade1,2938897
GCA_015669665.fna,Clade1,2939029
GCA_015669665.fna,Clade1,2939044
GCA_015669665.fna,Clade1,2941358
GCA_015669665.fna,Clade1,2941389
GCA_015669665.fna,Clade1,2941498
GCA_015669665.fna,Clade1,2941499
GCA_015669665.fna,Clade1,2941503
GCA_015669665.fna,Clade1,2941510
GCA_015669665.fna,Clade1,2941515
GCA_015669665.fna,Clade1,2941523
GCA_015669665.fna,Clade1,2941524
GCA_015669665.fna,Clade1,2941528
GCA_015669665.fna,Clade1,2941534
GCA_015669665.fna,Clade1,2941535
GCA_015669665.fna,Clade1,2941540
GCA_015669665.fna,Clade1,2941542
GCA_015669665.fna,Clade1,2941548
GCA_015669665.fna,Clade1,2941555
GCA_015669665.fna,Clade1,2941561
GCA_015669665.fna,Clade1,2942767
GCA_015669665.fna,Clade1,2942862
GCA_015669665.fna,Clade1,2942865
GCA_015669665.fna,Clade1,2942884
GCA_015669665.fna,Clade1,2942908
GCA_015669665.fna,Clade1,2942994
GCA_015669665.fna,Clade1,2943015
GCA_015669665.fna,Clade1,2943033
GCA_015669665.fna,Clade1,2943058
GCA_015669665.fna,Clade1,2943085
GCA_015669665.fna,Clade1,2943097
GCA_015669665.fna,Clade1,2943106
GCA_015669665.fna,Clade1,2943112
GCA_015669665.fna,Clade1,2943131
GCA_015669665.fna,Clade1,2943175
GCA_015669665.fna,Clade1,2943196
GCA_015669665.fna,Clade1,2943270
GCA_015669665.fna,Clade1,2943278
GCA_015669665.fna,Clade1,2943301
GCA_015669665.fna,Clade1,2943302
GCA_015669665.fna,Clade1,2943303
GCA_015669665.fna,Clade1,2943305
GCA_015669665.fna,Clade1,2943309
GCA_015669665.fna,Clade1,2943311
GCA_015669665.fna,Clade1,2943312
GCA_015669665.fna,Clade1,2943313
GCA_015669665.fna,Clade1,2943319
GCA_015669665.fna,Clade1,2943331
GCA_015669665.fna,Clade1,2943506
18048_1_75.fna,Clade2,2936436
18048_1_75.fna,Clade2,2936568
18048_1_75.fna,Clade2,2936596
18048_1_75.fna,Clade2,2936964
18048_1_75.fna,Clade2,2937024
18048_1_75.fna,Clade2,2937045
18048_1_75.fna,Clade2,2937054
18048_1_75.fna,Clade2,2937066
18048_1_75.fna,Clade2,2937075
18048_1_75.fna,Clade2,2938708
18048_1_75.fna,Clade2,2938897
18048_1_75.fna,Clade2,2939155
18048_1_75.fna,Clade2,2939234
18048_1_75.fna,Clade2,2939392
18048_1_75.fna,Clade2,2939419
18048_1_75.fna,Clade2,2939512
18048_1_75.fna,Clade2,2939566
18048_1_75.fna,Clade2,2939646
18048_1_75.fna,Clade2,2939704
18048_1_75.fna,Clade2,2939749
18048_1_75.fna,Clade2,2939833
18048_1_75.fna,Clade2,2943506
18048_2_75.fna,Clade2,2936436
18048_2_75.fna,Clade2,2936568
18048_2_75.fna,Clade2,2936596
18048_2_75.fna,Clade2,2936964
18048_2_75.fna,Clade2,2937024
18048_2_75.fna,Clade2,2937045
18048_2_75.fna,Clade2,2937054
18048_2_75.fna,Clade2,2937066
18048_2_75.fna,Clade2,2937075
18048_2_75.fna,Clade2,2938708
18048_2_75.fna,Clade2,2938897
18048_2_75.fna,Clade2,2939155
18048_2_75.fna,Clade2,2939234
18048_2_75.fna,Clade2,2939392
18048_2_75.fna,Clade2,2939419
18048_2_75.fna,Clade2,2939512
18048_2_75.fna,Clade2,2939566
18048_2_75.fna,Clade2,2939646
18048_2_75.fna,Clade2,2939704
18048_2_75.fna,Clade2,2939749
18048_2_75.fna,Clade2,2939833
18048_2_75.fna,Clade2,2943506
20287_6_23.fna,Clade2,2936622
20287_6_23.fna,Clade2,2936679
20287_6_23.fna,Clade2,2936964
20287_6_23.fna,Clade2,2937024
20287_6_23.fna,Clade2,2937045
20287_6_23.fna,Clade2,2937066
20287_6_23.fna,Clade2,2937075
20287_6_23.fna,Clade2,2938792
20287_6_23.fna,Clade2,2938876
20287_6_23.fna,Clade2,2939044
20287_6_23.fna,Clade2,2939155
20287_6_23.fna,Clade2,2939377
20287_6_23.fna,Clade2,2939566
20287_6_23.fna,Clade2,2939625
20287_6_23.fna,Clade2,2939646
20287_6_23.fna,Clade2,2939668
20287_6_23.fna,Clade2,2939833
20287_6_23.fna,Clade2,2939845
20287_6_23.fna,Clade2,2941381
20287_6_23.fna,Clade2,2941510
20287_6_23.fna,Clade2,2941533
20287_6_23.fna,Clade2,2941555
20287_6_23.fna,Clade2,2941561
20287_6_23.fna,Clade2,2941615
20287_6_23.fna,Clade2,2941621
20287_6_23.fna,Clade2,2941627
20287_6_23.fna,Clade2,2941639
20287_6_23.fna,Clade2,2941654
20287_6_23.fna,Clade2,2941816
20287_6_23.fna,Clade2,2941948
20287_6_23.fna,Clade2,2942650
20287_6_23.fna,Clade2,2942862
20287_6_23.fna,Clade2,2943112
20287_6_23.fna,Clade2,2943506
GCA_000209935.fna,Clade2,2936622
GCA_000209935.fna,Clade2,2936679
GCA_000209935.fna,Clade2,2936964
GCA_000209935.fna,Clade2,2937024
GCA_000209935.fna,Clade2,2937045
GCA_000209935.fna,Clade2,2937066
GCA_000209935.fna,Clade2,2937075
GCA_000209935.fna,Clade2,2938792
GCA_000209935.fna,Clade2,2938876
GCA_000209935.fna,Clade2,2939044
GCA_000209935.fna,Clade2,2939155
GCA_000209935.fna,Clade2,2939377
GCA_000209935.fna,Clade2,2939566
GCA_000209935.fna,Clade2,2939625
GCA_000209935.fna,Clade2,2939646
GCA_000209935.fna,Clade2,2939668
GCA_000209935.fna,Clade2,2939833
GCA_000209935.fna,Clade2,2939845
GCA_000209935.fna,Clade2,2941468
GCA_000209935.fna,Clade2,2941639
GCA_000209935.fna,Clade2,2941654
GCA_000209935.fna,Clade2,2941693
GCA_000209935.fna,Clade2,2941816
GCA_000209935.fna,Clade2,2941895
GCA_000209935.fna,Clade2,2941948
GCA_000209935.fna,Clade2,2941957
GCA_000209935.fna,Clade2,2942692
GCA_000209935.fna,Clade2,2942757
GCA_000209935.fna,Clade2,2942767
GCA_000209935.fna,Clade2,2942862
GCA_000209935.fna,Clade2,2943112
GCA_000209935.fna,Clade2,2943506
GCA_000209955.fna,Clade2,2936436
GCA_000209955.fna,Clade2,2936556
GCA_000209955.fna,Clade2,2936622
GCA_000209955.fna,Clade2,2936964
GCA_000209955.fna,Clade2,2937024
GCA_000209955.fna,Clade2,2937066
GCA_000209955.fna,Clade2,2938876
GCA_000209955.fna,Clade2,2939044
GCA_000209955.fna,Clade2,2939155
GCA_000209955.fna,Clade2,2939569
GCA_000209955.fna,Clade2,2939698
GCA_000209955.fna,Clade2,2939704
GCA_000209955.fna,Clade2,2939749
GCA_000209955.fna,Clade2,2939833
GCA_000209955.fna,Clade2,2941398
GCA_000209955.fna,Clade2,2941498
GCA_000209955.fna,Clade2,2941499
GCA_000209955.fna,Clade2,2941503
GCA_000209955.fna,Clade2,2941510
GCA_000209955.fna,Clade2,2941515
GCA_000209955.fna,Clade2,2941523
GCA_000209955.fna,Clade2,2941524
GCA_000209955.fna,Clade2,2941528
GCA_000209955.fna,Clade2,2941534
GCA_000209955.fna,Clade2,2941535
GCA_000209955.fna,Clade2,2941540
GCA_000209955.fna,Clade2,2941542
GCA_000209955.fna,Clade2,2941555
GCA_000209955.fna,Clade2,2941561
GCA_000209955.fna,Clade2,2941615
GCA_000209955.fna,Clade2,2941621
GCA_000209955.fna,Clade2,2941627
GCA_000209955.fna,Clade2,2941639
GCA_000209955.fna,Clade2,2941654
GCA_000209955.fna,Clade2,2941693
GCA_000209955.fna,Clade2,2941816
GCA_000209955.fna,Clade2,2941948
GCA_000209955.fna,Clade2,2942650
GCA_000209955.fna,Clade2,2942757
GCA_000209955.fna,Clade2,2942767
GCA_000209955.fna,Clade2,2942800
GCA_000209955.fna,Clade2,2942862
GCA_000209955.fna,Clade2,2942884
GCA_000209955.fna,Clade2,2943015
GCA_000209955.fna,Clade2,2943027
GCA_000209955.fna,Clade2,2943033
GCA_000209955.fna,Clade2,2943040
GCA_000209955.fna,Clade2,2943058
GCA_000209955.fna,Clade2,2943078
GCA_000209955.fna,Clade2,2943097
GCA_000209955.fna,Clade2,2943106
GCA_000209955.fna,Clade2,2943112
GCA_000209955.fna,Clade2,2943166
GCA_000209955.fna,Clade2,2943175
GCA_000209955.fna,Clade2,2943270
GCA_000209955.fna,Clade2,2943278
GCA_000209955.fna,Clade2,2943301
GCA_000209955.fna,Clade2,2943302
GCA_000209955.fna,Clade2,2943303
GCA_000209955.fna,Clade2,2943305
GCA_000209955.fna,Clade2,2943309
GCA_000209955.fna,Clade2,2943311
GCA_000209955.fna,Clade2,2943319
GCA_000209955.fna,Clade2,2943415
GCA_000209955.fna,Clade2,2943506
GCA_001404855.fna,Clade2,2938708
GCA_001404855.fna,Clade2,2938897
GCA_001404855.fna,Clade2,2939155
GCA_001404855.fna,Clade2,2939566
GCA_001404855.fna,Clade2,2939625
GCA_001404855.fna,Clade2,2939646
GCA_001404855.fna,Clade2,2939668
GCA_001404855.fna,Clade2,2939803
GCA_001404855.fna,Clade2,2939833
GCA_001404855.fna,Clade2,2941391
GCA_001404855.fna,Clade2,2941398
GCA_001404855.fna,Clade2,2941750
GCA_001404855.fna,Clade2,2941786
GCA_001404855.fna,Clade2,2941876
GCA_001404855.fna,Clade2,2941897
GCA_001404855.fna,Clade2,2941948
GCA_001404855.fna,Clade2,2942757
GCA_001404855.fna,Clade2,2942767
GCA_001404855.fna,Clade2,2942800
GCA_001404855.fna,Clade2,2942862
GCA_001404855.fna,Clade2,2942884
GCA_001404855.fna,Clade2,2943015
GCA_001404855.fna,Clade2,2943027
GCA_001404855.fna,Clade2,2943033
GCA_001404855.fna,Clade2,2943040
GCA_001404855.fna,Clade2,2943058
GCA_001404855.fna,Clade2,2943078
GCA_001404855.fna,Clade2,2943097
GCA_001404855.fna,Clade2,2943106
GCA_001404855.fna,Clade2,2943112
GCA_001404855.fna,Clade2,2943166
GCA_001404855.fna,Clade2,2943175
GCA_001404855.fna,Clade2,2943270
GCA_001404855.fna,Clade2,2943278
GCA_001404855.fna,Clade2,2943301
GCA_001404855.fna,Clade2,2943302
GCA_001404855.fna,Clade2,2943303
GCA_001404855.fna,Clade2,2943305
GCA_001404855.fna,Clade2,2943309
GCA_001404855.fna,Clade2,2943311
GCA_001404855.fna,Clade2,2943319
GCA_015554585.fna,Clade2,2936568
GCA_015554585.fna,Clade2,2936622
GCA_015554585.fna,Clade2,2938792
GCA_015554585.fna,Clade2,2938876
GCA_015554585.fna,Clade2,2939566
GCA_015554585.fna,Clade2,2939625
GCA_015554585.fna,Clade2,2939646
GCA_015554585.fna,Clade2,2939668
GCA_015554585.fna,Clade2,2939803
GCA_015554585.fna,Clade2,2939833
GCA_015554585.fna,Clade2,2939845
GCA_015554585.fna,Clade2,2941555
GCA_015554585.fna,Clade2,2941561
GCA_015554585.fna,Clade2,2941639
GCA_015554585.fna,Clade2,2941654
GCA_015554585.fna,Clade2,2941693
GCA_015554585.fna,Clade2,2941842
GCA_015554585.fna,Clade2,2941948
GCA_015554585.fna,Clade2,2942767
GCA_015554585.fna,Clade2,2942862
GCA_015554585.fna,Clade2,2942865
GCA_015554585.fna,Clade2,2942884
GCA_015554585.fna,Clade2,2942908
GCA_015554585.fna,Clade2,2942968
GCA_015554585.fna,Clade2,2942994
GCA_015554585.fna,Clade2,2943015
GCA_015554585.fna,Clade2,2943033
GCA_015554585.fna,Clade2,2943058
GCA_015554585.fna,Clade2,2943085
GCA_015554585.fna,Clade2,2943097
GCA_015554585.fna,Clade2,2943106
GCA_015554585.fna,Clade2,2943112
GCA_015554585.fna,Clade2,2943131
GCA_015554585.fna,Clade2,2943175
GCA_015554585.fna,Clade2,2943196
GCA_015554585.fna,Clade2,2943270
GCA_015554585.fna,Clade2,2943278
GCA_015554585.fna,Clade2,2943301
GCA_015554585.fna,Clade2,2943302
GCA_015554585.fna,Clade2,2943303
GCA_015554585.fna,Clade2,2943305
GCA_015554585.fna,Clade2,2943309
GCA_015554585.fna,Clade2,2943311
GCA_015554585.fna,Clade2,2943312
GCA_015554585.fna,Clade2,2943313
GCA_015554585.fna,Clade2,2943319
GCA_015554585.fna,Clade2,2943331
GCA_015554585.fna,Clade2,2943415
GCA_015554585.fna,Clade2,2943506
GCA_015560015.fna,Clade2,2936436
GCA_015560015.fna,Clade2,2936622
GCA_015560015.fna,Clade2,2936679
GCA_015560015.fna,Clade2,2936964
GCA_015560015.fna,Clade2,2937024
GCA_015560015.fna,Clade2,2937045
GCA_015560015.fna,Clade2,2937054
GCA_015560015.fna,Clade2,2937066
GCA_015560015.fna,Clade2,2938708
GCA_015560015.fna,Clade2,2938897
GCA_015560015.fna,Clade2,2939155
GCA_015560015.fna,Clade2,2939392
GCA_015560015.fna,Clade2,2939419
GCA_015560015.fna,Clade2,2939566
GCA_015560015.fna,Clade2,2939646
GCA_015560015.fna,Clade2,2939668
GCA_015560015.fna,Clade2,2939704
GCA_015560015.fna,Clade2,2939833
GCA_015560015.fna,Clade2,2941358
GCA_015560015.fna,Clade2,2941389
GCA_015560015.fna,Clade2,2941510
GCA_015560015.fna,Clade2,2941533
GCA_015560015.fna,Clade2,2941555
GCA_015560015.fna,Clade2,2941561
GCA_015560015.fna,Clade2,2941615
GCA_015560015.fna,Clade2,2941621
GCA_015560015.fna,Clade2,2941627
GCA_015560015.fna,Clade2,2941639
GCA_015560015.fna,Clade2,2941654
GCA_015560015.fna,Clade2,2941693
GCA_015560015.fna,Clade2,2941816
GCA_015560015.fna,Clade2,2941948
GCA_015560015.fna,Clade2,2942757
