#heatmap
!legendTitle	Butyrate pathway-2
!showLegends	1
#!defaultStrokeColor	pink
#!defaultStrokeWidth	2
!colorgradient	white,#1b7837
!colorgradientMarkLabel	0,1,2,3,4,5,6
# -- heatmap column labels --
!showHeatMapColumnLabel	1
!heatmapColumnLabels	pathway2
# -- heatmap --
!heatmap	margin=0,colwidth=20,roundedcorner=0
# -- show data value
!showdataValue	show=0,fontsize=12,fontitalic=0,textalign=start
GCA_003324155	1
GCA_003402615	1
GCA_003752155	1
GCA_003885045	2
GCA_003945225	1
GCA_003990395	1
GCA_004123145	1
GCA_004167275	1
GCA_004167315	1
GCA_004167815	1
GCA_004216775	1
GCA_004299205	2
GCA_004339095	1
GCA_004342165	1
GCA_004345005	2
GCA_004346095	1
GCA_004346165	3
GCA_004793585	1
GCA_005519995	1
GCA_005844445	1
GCA_005844655	1
GCA_005845175	1
GCA_005848555	1
GCA_006148965	1
GCA_006538465	4
GCA_008691045	1
GCA_009680455	2
GCA_009707925	1
GCA_009718305	1
GCA_009731425	1
GCA_009830285	1
GCA_009875615	2
GCA_009875635	1
GCA_009875675	1
GCA_009875695	1
GCA_009875705	1
GCA_009875715	1
GCA_009875725	1
GCA_009875775	1
GCA_009876855	1
GCA_009876865	1
GCA_009876875	1
GCA_009876885	1
GCA_009876905	1
GCA_009881235	2
GCA_009881255	2
GCA_009881295	2
GCA_009881335	2
GCA_009881345	2
GCA_009881365	2
GCA_009881395	2
GCA_009881405	2
GCA_009881425	1
GCA_009881435	2
GCA_009881475	1
GCA_009881535	1
GCA_009882995	1
GCA_009883035	1
GCA_009883045	1
GCA_009883055	2
GCA_009883065	1
GCA_009883115	1
GCA_009911175	2
GCA_009911275	3
GCA_009911455	1
GCA_009911465	1
GCA_010206225	1
GCA_010208005	2
GCA_011317135	4
GCA_012273195	4
GCA_012843825	2
GCA_013112015	2
GCA_013112035	5
GCA_013299555	2
GCA_013299585	1
GCA_013299815	2
GCA_013299835	1
GCA_013299895	1
GCA_013299905	1
GCA_013299975	1
GCA_013299995	2
GCA_013300045	2
GCA_013300055	1
GCA_013300085	1
GCA_013300125	1
GCA_013300155	1
GCA_013300185	1
GCA_013300195	1
GCA_013300205	1
GCA_013300245	1
GCA_013300255	1
GCA_013300285	1
GCA_013300305	1
GCA_013300325	1
GCA_013300365	1
GCA_013300385	1
GCA_013300405	1
GCA_013300425	1
GCA_013300455	2
GCA_013300535	2
GCA_013300695	1
GCA_013300755	1
GCA_013300825	1
GCA_013300845	1
GCA_013300855	1
GCA_013300905	1
GCA_013300925	1
GCA_013300945	1
GCA_013300965	1
GCA_013300975	1
GCA_013301005	1
GCA_013301015	1
GCA_013301035	1
GCA_013301065	1
GCA_013301075	1
GCA_013301105	1
GCA_013301115	1
GCA_013301135	1
GCA_013301165	1
GCA_013301175	1
GCA_013301195	1
GCA_013301225	1
GCA_013301235	1
GCA_013301265	1
GCA_013301275	1
GCA_013301305	1
GCA_013301315	1
GCA_013301325	1
GCA_013301365	2
GCA_013301385	2
GCA_013301415	2
GCA_013301625	2
GCA_013301645	2
GCA_013301655	2
GCA_013301675	2
GCA_013301695	2
GCA_013301725	2
GCA_013301745	2
GCA_013301765	2
GCA_013301775	2
GCA_013301805	1
GCA_013301825	2
GCA_013301845	1
GCA_013301855	2
GCA_013301875	2
GCA_013301885	1
GCA_013301925	1
GCA_013301935	2
GCA_013301945	2
GCA_013301975	1
GCA_013301985	1
GCA_013302025	2
GCA_013302035	2
GCA_013302045	2
GCA_013302085	1
GCA_013302095	2
GCA_013302125	2
GCA_013302135	2
GCA_013302155	1
GCA_013302185	1
GCA_013302195	1
GCA_013302215	1
GCA_013302245	1
GCA_013302255	3
GCA_013302285	1
GCA_013302295	1
GCA_013302305	1
GCA_013302345	1
GCA_013302375	1
GCA_013302405	1
GCA_013302415	1
GCA_013304255	3
GCA_013304305	4
GCA_013304315	1
GCA_013304325	1
GCA_013304335	1
GCA_013304385	1
GCA_013304405	1
GCA_013304415	1
GCA_013304445	1
GCA_013304465	1
GCA_013304475	1
GCA_013304525	1
GCA_013304535	2
GCA_013304595	2
GCA_013304605	1
GCA_013304625	2
GCA_013304685	2
GCA_013304695	1
GCA_013304725	1
GCA_013304735	1
GCA_013304755	1
GCA_013304785	2
GCA_013304795	1
GCA_013304825	1
GCA_013304845	1
GCA_013304855	2
GCA_013304875	1
GCA_013304885	1
GCA_013304925	1
GCA_013304935	1
GCA_013304975	1
GCA_013305005	1
GCA_013305025	1
GCA_013305035	1
GCA_013305045	1
GCA_013305055	1
GCA_013305105	1
GCA_013305115	1
GCA_013305145	1
GCA_013305155	1
GCA_013305165	1
GCA_013317245	1
GCA_013317255	1
GCA_013371765	1
GCA_013694215	1
GCA_014174405	1
GCA_014202875	3
GCA_014218335	3
GCA_014218355	1
GCA_014269345	1
GCA_014287475	3
GCA_014287535	1
GCA_014287615	2
GCA_014287625	1
GCA_014287705	1
GCA_014290175	1
GCA_014297245	1
GCA_014297345	1
GCA_014297355	3
GCA_014337195	1
GCA_014384995	1
GCA_014385005	1
GCA_014385375	2
GCA_014385405	2
GCA_014982975	1
GCA_015159595	1
GCA_015547745	4
GCA_015548445	3
GCA_015548925	2
GCA_015549355	2
GCA_015549855	1
GCA_015550825	1
GCA_015550855	2
GCA_015550985	1
GCA_015551045	1
GCA_015551555	5
GCA_015552855	1
GCA_015552885	1
GCA_015552945	3
GCA_015553285	2
GCA_015553305	1
GCA_015554555	1
GCA_015555015	1
GCA_015556085	5
GCA_015556385	1
GCA_015556425	1
GCA_015557635	1
GCA_015557875	4
GCA_015558345	3
GCA_015558615	1
GCA_015559345	2
GCA_015559385	1
GCA_015560005	3
GCA_015560805	3
GCA_015560815	1
GCA_015561285	2
GCA_015667315	3
GCA_015667435	2
GCA_015667495	2
GCA_015667855	1
GCA_015667985	1
GCA_015668015	1
GCA_015668165	1
GCA_015668255	3
GCA_015668375	1
GCA_015669005	2
GCA_015669135	1
GCA_015669475	2
GCA_015669755	1
GCA_015669775	3
GCA_015670615	1
GCA_015670935	1
GCA_015999265	1
GCA_016591975	1
GCA_016889665	5
GCA_016899555	1
GCA_016899835	1
GCA_016899975	1
GCA_016900155	1
GCA_016900515	1
GCA_016900595	1
GCA_016902345	1
GCA_016908695	2
GCA_017566055	3
GCA_018141845	1
GCA_018223435	1
GCA_018228665	1
GCA_018785565	1
GCA_018785585	1
GCA_018785605	1
GCA_018785655	1
GCA_900066085	1
GCA_900066145	1
GCA_900066165	1
GCA_900066205	1
GCA_900066325	1
GCA_900066335	1
GCA_900066505	1
GCA_900066745	1
GCA_900066965	1
GCA_900066985	1
GCA_900070325	1
GCA_900078295	1
GCA_900095725	1
GCA_900096675	1
GCA_900096945	4
GCA_900100245	1
GCA_900100685	3
GCA_900101315	1
GCA_900102475	1
GCA_900102595	2
GCA_900103815	1
GCA_900104635	1
GCA_900107835	1
GCA_900108125	1
GCA_900108895	3
GCA_900112085	1
GCA_900113155	3
GCA_900113415	1
GCA_900115855	3
GCA_900115945	4
GCA_900120195	1
GCA_900120295	1
GCA_900120345	2
GCA_900142165	2
GCA_900142265	4
GCA_900143645	3
GCA_900184995	2
GCA_900240245	2
GCA_900240315	1
GCA_900258535	3
GCA_900290215	2
GCA_900447015	3
GCA_900638755	1
GCA_902167525	1
GCA_902167715	1
GCA_902167735	3
GCA_902167765	2
GCA_902167835	1
GCA_902167945	1
GCA_902167955	1
GCF_000154365	5
GCF_000156675	1
GCF_000159975	1
GCF_000190355	4
GCF_001049915	1
GCF_001244405	3
GCF_900078195	1
GCF_900086625	3
GF3HA05002	1
GF3HA19001	1
HF3HA17001	1
HF3HA19003	1
IF03-09b2A	1
IM01-09pH9A	1
IMG_2756170274	1
IMG_2861347227	1
IMG_2928543200	1
IMG_650377968	1
LG100-20	1
LG100-32	1
LG101-08	1
LG101-10	1
OF01-4LB	2
OF02-4LB	1
OF02-6	1
OF03-13	1
OF03-14	0
OF03-15BH	1
OF03-6AA	1
OF05-2BH	3
OF09-1	1
OF09-25XD	1
OF09-36	1
OF09-6	1
OF11-22	1
OF15-11BHA	1
OF24-11pH9A	1
OF25-8pH10A	2
OF27-8pH10A	1
OF27-8pH9A	1
OF30-10pH10A	1
OF34-2pH9A	1
OF42-12pH9A	1
OF42-13pH9A	1
OF42-16pH10A	1
OM02-12	2
OM02-16LB	1
OM02-16	2
OM02-18AC	1
OM02-1	1
OM03-2	2
OM03-6	1
OM04-12AA	2
OM04-13BH	2
OM04-4AA	1
OM05-10BH	1
OM05-6	1
OM05-7	2
OM06-11AA	2
OM06-15AC	1
OM07-11	2
OM07-19	2
OM07-5	1
OM07-7	3
OM08-13AT	3
OM08-6BH	1
OM08-7	1
OM08-9BH	1
OM13-19A	1
OM14-6A	1
SF3HA21011B	3
TF01-20-2	1
TF05-11AC	1
TF06-18-r	1
TF06-23	2
TF08-4	3
TF09-10AC	2
TF09-11AC	2
TF09-12AC	4
TF09-2AC	3
TF09-3	2
TF09-4AC	4
TF10-12AC	3
TF10-30	1
TF10-6	3
TF11-11	2
TF11-2AC	2
TF11-31AT	1
TF11-7	1
TF12-12AT	1
TF12-1	2
TF12-31AT	1
TM04-16	1
TM05-5	2
TM06-18	2
TM07-2AC	1
TM09-12	2
TM09-13AC	1
TM09-16AC	2
TM09-19AC	2
TM09-4	1
TM10-2	1
TM10-9AT	1
TM13-2A	1
