#heatmap
!legendTitle	Propionate pathway-2
!showLegends	1
#!defaultStrokeColor	pink
#!defaultStrokeWidth	2
!colorgradient	#c2a5cf,#9970ab
!colorgradientMarkLabel	1,2
# -- heatmap column labels --
!showHeatMapColumnLabel	1
!heatmapColumnLabels	pathway2
# -- heatmap --
!heatmap	margin=0,colwidth=20,roundedcorner=0
# -- show data value
!showdataValue	show=0,fontsize=12,fontitalic=0,textalign=start
GCA_013371765	2
GCA_013694215	2
GCA_014131675	2
GCA_014131715	2
GCA_014174405	2
GCA_014202115	2
GCA_014202695	1
GCA_014202875	2
GCA_014218335	2
GCA_014218355	2
GCA_014269345	2
GCA_014287435	2
GCA_014287475	2
GCA_014287515	2
GCA_014287535	2
GCA_014287615	2
GCA_014287625	2
GCA_014287635	2
GCA_014287705	2
GCA_014287735	2
GCA_014287855	2
GCA_014290175	2
GCA_014290215	2
GCA_014297245	2
GCA_014297335	2
GCA_014297345	2
GCA_014297355	2
GCA_014337155	2
GCA_014337175	2
GCA_014337195	1
GCA_014337215	1
GCA_014384925	2
GCA_014384985	2
GCA_014384995	2
GCA_014385005	2
GCA_014385265	2
GCA_014385375	2
GCA_014385405	2
GCA_014467075	2
GCA_014982935	2
GCA_014982975	2
GCA_015159595	2
GCA_015547305	2
GCA_015547745	2
GCA_015548065	2
GCA_015548425	2
GCA_015548445	2
GCA_015548735	2
GCA_015548925	2
GCA_015549075	2
GCA_015549285	2
GCA_015549355	2
GCA_015549855	2
GCA_015550045	2
GCA_015550485	2
GCA_015550775	2
GCA_015550825	2
GCA_015550855	2
GCA_015550985	2
GCA_015551045	2
GCA_015551295	2
GCA_015551555	2
GCA_015552445	2
GCA_015552615	2
GCA_015552855	2
GCA_015552885	2
GCA_015552945	2
GCA_015553285	2
GCA_015553305	2
GCA_015553565	2
GCA_015553595	2
GCA_015554215	2
GCA_015554275	2
GCA_015554465	2
GCA_015554555	2
GCA_015554585	2
GCA_015554695	2
GCA_015554785	2
GCA_015555015	2
GCA_015555785	2
GCA_015556085	2
GCA_015556105	2
GCA_015556185	2
GCA_015556245	2
GCA_015556385	2
GCA_015556425	2
GCA_015557515	2
GCA_015557635	2
GCA_015557875	2
GCA_015558055	2
GCA_015558345	2
GCA_015558505	2
GCA_015558615	2
GCA_015559035	2
GCA_015559345	2
GCA_015559385	2
GCA_015559645	2
GCA_015560005	2
GCA_015560015	2
GCA_015560155	2
GCA_015560805	2
GCA_015560815	2
GCA_015561285	2
GCA_015667215	2
GCA_015667315	2
GCA_015667435	2
GCA_015667495	2
GCA_015667855	2
GCA_015667985	2
GCA_015668015	2
GCA_015668165	2
GCA_015668255	2
GCA_015668375	2
GCA_015669005	2
GCA_015669135	2
GCA_015669475	2
GCA_015669665	2
GCA_015669755	2
GCA_015669775	2
GCA_015669935	2
GCA_015670615	2
GCA_015670935	2
GCA_015999265	2
GCA_016586355	2
GCA_016586395	2
GCA_016586415	2
GCA_016591975	2
GCA_016696785	2
GCA_016889665	2
GCA_016899555	2
GCA_016899835	2
GCA_016899975	2
GCA_016900155	2
GCA_016900515	2
GCA_016900595	2
GCA_016901915	2
GCA_016902195	2
GCA_016902345	2
GCA_016902535	2
GCA_016904155	2
GCA_016906045	2
GCA_016908695	2
GCA_017565785	2
GCA_017566055	2
GCA_018140635	2
GCA_018141845	2
GCA_018223435	2
GCA_018223505	2
GCA_018228665	2
GCA_018784685	2
GCA_018784725	2
GCA_018785565	2
GCA_018785585	2
GCA_018785605	2
GCA_018785655	2
GCA_900066085	2
GCA_900066145	2
GCA_900066165	2
GCA_900066205	2
GCA_900066325	2
GCA_900066335	2
GCA_900066505	2
GCA_900066745	2
GCA_900066965	2
GCA_900066985	2
GCA_900070325	2
GCA_900078295	2
GCA_900086725	2
GCA_900095725	2
GCA_900096675	2
GCA_900096945	2
GCA_900100095	2
GCA_900100245	2
GCA_900100545	2
GCA_900100685	2
GCA_900100895	2
GCA_900101315	2
GCA_900101325	2
GCA_900101605	2
GCA_900102065	2
GCA_900102235	2
GCA_900102475	1
GCA_900102515	2
GCA_900102595	2
GCA_900103015	2
GCA_900103495	2
GCA_900103635	2
GCA_900103815	2
GCA_900104155	2
GCA_900104335	2
GCA_900104635	2
GCA_900105615	2
GCA_900106615	2
GCA_900107245	2
GCA_900107545	2
GCA_900107575	2
GCA_900107835	2
GCA_900108105	2
GCA_900108125	2
GCA_900108895	2
GCA_900109005	2
GCA_900109475	2
GCA_900109715	2
GCA_900110635	2
GCA_900110805	2
GCA_900110975	2
GCA_900111185	2
GCA_900111325	2
GCA_900111635	2
GCA_900112085	2
GCA_900112195	2
GCA_900112855	2
GCA_900113155	2
GCA_900113385	2
GCA_900113415	2
GCA_900113595	2
GCA_900113655	2
GCA_900114405	2
GCA_900115215	2
GCA_900115355	2
GCA_900115365	2
GCA_900115735	2
GCA_900115795	2
GCA_900115855	2
GCA_900115945	2
GCA_900116395	2
GCA_900116865	2
GCA_900116875	2
GCA_900120195	2
GCA_900120295	2
GCA_900120345	2
GCA_900129945	2
GCA_900141825	2
GCA_900141895	2
GCA_900142165	2
GCA_900142265	2
GCA_900143205	2
GCA_900143645	2
GCA_900168235	2
GCA_900184995	2
GCA_900185635	2
GCA_900199395	2
GCA_900199595	2
GCA_900205915	2
GCA_900205965	2
GCA_900209925	2
GCA_900218035	2
GCA_900240245	2
GCA_900240315	2
GCA_900243045	2
GCA_900248245	2
GCA_900258535	2
GCA_900290215	2
GCA_900447015	2
GCA_900461125	2
GCA_900461315	2
GCA_900537995	2
GCA_900624715	2
GCA_900625025	2
GCA_900638755	2
GCA_902167525	2
GCA_902167715	2
GCA_902167735	2
GCA_902167765	2
GCA_902167835	2
GCA_902167945	2
GCA_902167955	2
GCA_902167965	2
GCF_000154245	2
GCF_000154305	2
GCF_000154365	2
GCF_000154545	2
GCF_000156535	2
GCF_000156675	2
GCF_000159055	2
GCF_000159975	2
GCF_000190355	2
GCF_000466465	2
GCF_000820745	2
GCF_001049915	2
GCF_001244405	2
GCF_900078195	2
GCF_900086625	2
GF3HA05001B	2
GF3HA05002	2
GF3HA19001	2
GF3HA19005B	2
HF3HA17001	2
HF3HA19003	2
IF01-08pH9TA	2
IF03-09b2A	2
IM01-09pH9A	2
IMG_2524023161	2
IMG_2651869904	2
IMG_2756170274	2
IMG_2861347227	2
IMG_2926471356	2
IMG_2928543200	2
IMG_650377968	2
LG100-20	2
LG100-32	2
LG101-08	2
LG101-10	2
LG101-27	2
OF01-1AC	2
OF01-20	2
OF01-4LB	2
OF02-4LB	2
OF02-6	2
OF03-13	2
OF03-14	2
OF03-15BH	2
OF03-18AA	2
OF03-24	2
OF03-6AA	2
OF05-1	2
OF05-2BH	2
OF05-3	2
OF09-1	2
OF09-10	2
OF09-25XD	2
OF09-33XD	2
OF09-36	2
OF09-6	2
OF09-6XD	2
OF10-22XD	2
OF11-22	2
OF11-28	2
OF12-5	2
OF13-16	2
OF13-4	2
OF14-22SRA	2
OF14-2A	2
OF15-11BHA	2
OF24-11pH9A	2
OF25-8pH10A	2
OF27-10pH9A	2
OF27-16pH10A	2
OF27-8pH10A	2
OF27-8pH9A	2
OF30-10pH10A	2
OF34-2pH9A	2
OF40-10pH9A	2
OF42-12pH9A	2
OF42-13pH9A	2
OF42-16pH10A	2
OM02-1	2
OM02-12	2
OM02-15	2
OM02-16	2
OM02-16LB	2
OM02-18AC	2
OM02-26	2
OM02-2LB	2
OM02-3	2
OM02-31	2
OM03-18	2
OM03-2	2
OM03-6	2
OM03-7AC	2
OM04-10AA	2
OM04-10BH	2
OM04-12AA	2
OM04-12BH	2
OM04-13BH	2
OM04-15AA	2
OM04-4AA	2
OM04-5BH	2
OM04-7	2
OM05-10BH	2
OM05-3AA	2
OM05-5BH	2
OM05-6	2
OM05-6AA	2
OM05-6BH	2
OM05-7	2
OM05-8AA	2
OM05-9	2
OM05-9BH	2
OM06-11AA	2
OM06-15AC	2
OM06-25	2
OM06-34AC	2
OM07-10AC	2
OM07-11	2
OM07-13	2
OM07-19	2
OM07-5	2
OM07-7	2
OM07-9AC	2
OM08-11AC	2
OM08-12AT	2
OM08-13AT	2
OM08-29	2
OM08-6BH	2
OM08-7	2
OM08-9BH	2
OM13-16MHA	2
OM13-19A	2
OM13-19BHA	2
OM13-25BHA	2
OM14-6A	2
OM15-82A	2
PF3HA28002B	2
SF3HA21011B	2
TF01-11	2
TF01-20-2	2
TF01-6	2
TF05-11AC	2
TF05-5AC	2
TF06-15AC	2
TF06-18-r	2
TF06-23	2
TF06-38A	2
TF08-15	2
TF08-3AC	2
TF08-4	2
TF09-10AC	2
TF09-11AC	2
TF09-12AC	2
TF09-2AC	2
TF09-3	2
TF09-4AC	2
TF09-5	2
TF10-12AC	2
TF10-30	2
TF10-5	2
TF10-6	2
TF10-8AT	2
TF11-11	2
TF11-13	2
TF11-13AC	2
TF11-15AC	2
TF11-2AC	2
TF11-31AT	2
TF11-7	2
TF12-1	2
TF12-12AT	2
TF12-31AT	2
TM04-16	2
TM05-5	2
TM06-18	2
TM07-19	2
TM07-2AC	2
TM09-10	2
TM09-12	2
TM09-13AC	2
TM09-16AC	2
TM09-19AC	2
TM09-4	2
TM10-1AC	2
TM10-2	2
TM10-3	2
TM10-9AT	2
TM11-1A	2
TM12-19A	2
TM13-2A	2
TM14-13A	2
