genome,group,pos,type
GCA_000209955.fna,Clade2,2941561,synonymous_variant
GCA_000209955.fna,Clade2,2941615,synonymous_variant
GCA_000209955.fna,Clade2,2941621,missense_variant
GCA_000209955.fna,Clade2,2941627,synonymous_variant
GCA_000209955.fna,Clade2,2941639,synonymous_variant
GCA_000209955.fna,Clade2,2941654,synonymous_variant
GCA_000209955.fna,Clade2,2941693,synonymous_variant
GCA_000209955.fna,Clade2,2941816,synonymous_variant
GCA_000209955.fna,Clade2,2941948,missense_variant
GCA_000209955.fna,Clade2,2942650,synonymous_variant
GCA_000209955.fna,Clade2,2942757,missense_variant
GCA_000209955.fna,Clade2,2942767,synonymous_variant
GCA_000209955.fna,Clade2,2942800,synonymous_variant
GCA_000209955.fna,Clade2,2942862,missense_variant
GCA_000209955.fna,Clade2,2942884,synonymous_variant
GCA_000209955.fna,Clade2,2943015,missense_variant
GCA_000209955.fna,Clade2,2943027,missense_variant
GCA_000209955.fna,Clade2,2943033,missense_variant
GCA_000209955.fna,Clade2,2943040,synonymous_variant
GCA_000209955.fna,Clade2,2943058,synonymous_variant
GCA_000209955.fna,Clade2,2943078,missense_variant
GCA_000209955.fna,Clade2,2943097,synonymous_variant
GCA_000209955.fna,Clade2,2943106,synonymous_variant
GCA_000209955.fna,Clade2,2943112,synonymous_variant
GCA_000209955.fna,Clade2,2943166,synonymous_variant
GCA_000209955.fna,Clade2,2943175,synonymous_variant
GCA_000209955.fna,Clade2,2943270,missense_variant
GCA_000209955.fna,Clade2,2943278,missense_variant
GCA_000209955.fna,Clade2,2943301,synonymous_variant
GCA_000209955.fna,Clade2,2943302,stop_gained
GCA_000209955.fna,Clade2,2943303,missense_variant
GCA_000209955.fna,Clade2,2943305,missense_variant
GCA_000209955.fna,Clade2,2943309,synonymous_variant
GCA_000209955.fna,Clade2,2943311,missense_variant
GCA_000209955.fna,Clade2,2943319,synonymous_variant
GCA_000209955.fna,Clade2,2943415,synonymous_variant
GCA_000209955.fna,Clade2,2943506,upstream_gene_variant
GCA_001404855.fna,Clade2,2938708,downstream_gene_variant
GCA_001404855.fna,Clade2,2938897,downstream_gene_variant
GCA_001404855.fna,Clade2,2939155,downstream_gene_variant
GCA_001404855.fna,Clade2,2939566,downstream_gene_variant
GCA_001404855.fna,Clade2,2939625,downstream_gene_variant
GCA_001404855.fna,Clade2,2939646,downstream_gene_variant
GCA_001404855.fna,Clade2,2939668,downstream_gene_variant
GCA_001404855.fna,Clade2,2939803,downstream_gene_variant
GCA_001404855.fna,Clade2,2939833,downstream_gene_variant
GCA_001404855.fna,Clade2,2941391,downstream_gene_variant
GCA_001404855.fna,Clade2,2941398,downstream_gene_variant
GCA_001404855.fna,Clade2,2941750,synonymous_variant
GCA_001404855.fna,Clade2,2941786,synonymous_variant
GCA_001404855.fna,Clade2,2941876,synonymous_variant
GCA_001404855.fna,Clade2,2941897,synonymous_variant
GCA_001404855.fna,Clade2,2941948,missense_variant
GCA_001404855.fna,Clade2,2942757,missense_variant
GCA_001404855.fna,Clade2,2942767,synonymous_variant
GCA_001404855.fna,Clade2,2942800,synonymous_variant
GCA_001404855.fna,Clade2,2942862,missense_variant
GCA_001404855.fna,Clade2,2942884,synonymous_variant
GCA_001404855.fna,Clade2,2943015,missense_variant
GCA_001404855.fna,Clade2,2943027,missense_variant
GCA_001404855.fna,Clade2,2943033,missense_variant
GCA_001404855.fna,Clade2,2943040,synonymous_variant
GCA_001404855.fna,Clade2,2943058,synonymous_variant
GCA_001404855.fna,Clade2,2943078,missense_variant
GCA_001404855.fna,Clade2,2943097,synonymous_variant
GCA_001404855.fna,Clade2,2943106,synonymous_variant
GCA_001404855.fna,Clade2,2943112,synonymous_variant
GCA_001404855.fna,Clade2,2943166,synonymous_variant
GCA_001404855.fna,Clade2,2943175,synonymous_variant
GCA_001404855.fna,Clade2,2943270,missense_variant
GCA_001404855.fna,Clade2,2943278,missense_variant
GCA_001404855.fna,Clade2,2943301,synonymous_variant
GCA_001404855.fna,Clade2,2943302,stop_gained
GCA_001404855.fna,Clade2,2943303,missense_variant
GCA_001404855.fna,Clade2,2943305,missense_variant
GCA_001404855.fna,Clade2,2943309,synonymous_variant
GCA_001404855.fna,Clade2,2943311,missense_variant
GCA_001404855.fna,Clade2,2943319,synonymous_variant
GCA_015554585.fna,Clade2,2936568,downstream_gene_variant
GCA_015554585.fna,Clade2,2936622,downstream_gene_variant
GCA_015554585.fna,Clade2,2938792,downstream_gene_variant
GCA_015554585.fna,Clade2,2938876,downstream_gene_variant
GCA_015554585.fna,Clade2,2939566,downstream_gene_variant
GCA_015554585.fna,Clade2,2939625,downstream_gene_variant
GCA_015554585.fna,Clade2,2939646,downstream_gene_variant
GCA_015554585.fna,Clade2,2939668,downstream_gene_variant
GCA_015554585.fna,Clade2,2939803,downstream_gene_variant
GCA_015554585.fna,Clade2,2939833,downstream_gene_variant
GCA_015554585.fna,Clade2,2939845,downstream_gene_variant
GCA_015554585.fna,Clade2,2941555,synonymous_variant
GCA_015554585.fna,Clade2,2941561,synonymous_variant
GCA_015554585.fna,Clade2,2941639,synonymous_variant
GCA_015554585.fna,Clade2,2941654,synonymous_variant
GCA_015554585.fna,Clade2,2941693,synonymous_variant
GCA_015554585.fna,Clade2,2941842,missense_variant
GCA_015554585.fna,Clade2,2941948,missense_variant
GCA_015554585.fna,Clade2,2942767,synonymous_variant
GCA_015554585.fna,Clade2,2942862,missense_variant
GCA_015554585.fna,Clade2,2942865,missense_variant
GCA_015554585.fna,Clade2,2942884,synonymous_variant
GCA_015554585.fna,Clade2,2942908,synonymous_variant
GCA_015554585.fna,Clade2,2942968,synonymous_variant
GCA_015554585.fna,Clade2,2942994,missense_variant
GCA_015554585.fna,Clade2,2943015,missense_variant
GCA_015554585.fna,Clade2,2943033,missense_variant
GCA_015554585.fna,Clade2,2943058,synonymous_variant
GCA_015554585.fna,Clade2,2943085,synonymous_variant
GCA_015554585.fna,Clade2,2943097,synonymous_variant
GCA_015554585.fna,Clade2,2943106,synonymous_variant
GCA_015554585.fna,Clade2,2943112,synonymous_variant
GCA_015554585.fna,Clade2,2943131,missense_variant
GCA_015554585.fna,Clade2,2943175,synonymous_variant
GCA_015554585.fna,Clade2,2943196,synonymous_variant
GCA_015554585.fna,Clade2,2943270,missense_variant
GCA_015554585.fna,Clade2,2943278,missense_variant
GCA_015554585.fna,Clade2,2943301,synonymous_variant
GCA_015554585.fna,Clade2,2943302,stop_gained
GCA_015554585.fna,Clade2,2943303,missense_variant
GCA_015554585.fna,Clade2,2943305,missense_variant
GCA_015554585.fna,Clade2,2943309,synonymous_variant
GCA_015554585.fna,Clade2,2943311,missense_variant
GCA_015554585.fna,Clade2,2943312,missense_variant
GCA_015554585.fna,Clade2,2943313,missense_variant
GCA_015554585.fna,Clade2,2943319,synonymous_variant
GCA_015554585.fna,Clade2,2943331,synonymous_variant
GCA_015554585.fna,Clade2,2943415,synonymous_variant
GCA_015554585.fna,Clade2,2943506,upstream_gene_variant
GCA_015560015.fna,Clade2,2936436,downstream_gene_variant
GCA_015560015.fna,Clade2,2936622,downstream_gene_variant
GCA_015560015.fna,Clade2,2936679,downstream_gene_variant
GCA_015560015.fna,Clade2,2936964,downstream_gene_variant
GCA_015560015.fna,Clade2,2937024,downstream_gene_variant
GCA_015560015.fna,Clade2,2937045,downstream_gene_variant
GCA_015560015.fna,Clade2,2937054,downstream_gene_variant
GCA_015560015.fna,Clade2,2937066,downstream_gene_variant
GCA_015560015.fna,Clade2,2938708,downstream_gene_variant
GCA_015560015.fna,Clade2,2938897,downstream_gene_variant
GCA_015560015.fna,Clade2,2939155,downstream_gene_variant
GCA_015560015.fna,Clade2,2939392,downstream_gene_variant
GCA_015560015.fna,Clade2,2939419,downstream_gene_variant
GCA_015560015.fna,Clade2,2939566,downstream_gene_variant
GCA_015560015.fna,Clade2,2939646,downstream_gene_variant
GCA_015560015.fna,Clade2,2939668,downstream_gene_variant
GCA_015560015.fna,Clade2,2939704,downstream_gene_variant
GCA_015560015.fna,Clade2,2939833,downstream_gene_variant
GCA_015560015.fna,Clade2,2941358,downstream_gene_variant
GCA_015560015.fna,Clade2,2941389,downstream_gene_variant
GCA_015560015.fna,Clade2,2941510,missense_variant
GCA_015560015.fna,Clade2,2941533,missense_variant
GCA_015560015.fna,Clade2,2941555,synonymous_variant
GCA_015560015.fna,Clade2,2941561,synonymous_variant
GCA_015560015.fna,Clade2,2941615,synonymous_variant
GCA_015560015.fna,Clade2,2941621,missense_variant
GCA_015560015.fna,Clade2,2941627,synonymous_variant
GCA_015560015.fna,Clade2,2941639,synonymous_variant
GCA_015560015.fna,Clade2,2941654,synonymous_variant
GCA_015560015.fna,Clade2,2941693,synonymous_variant
GCA_015560015.fna,Clade2,2941816,synonymous_variant
GCA_015560015.fna,Clade2,2941948,missense_variant
GCA_015560015.fna,Clade2,2942757,missense_variant
GCA_015560015.fna,Clade2,2942767,synonymous_variant
GCA_015560015.fna,Clade2,2942862,missense_variant
GCA_015560015.fna,Clade2,2943112,synonymous_variant
GCA_015560015.fna,Clade2,2943506,upstream_gene_variant
TM10-3.fna,Clade3,2936436,downstream_gene_variant
TM10-3.fna,Clade3,2936616,downstream_gene_variant
TM10-3.fna,Clade3,2936622,downstream_gene_variant
TM10-3.fna,Clade3,2936964,downstream_gene_variant
TM10-3.fna,Clade3,2937024,downstream_gene_variant
TM10-3.fna,Clade3,2938712,downstream_gene_variant
TM10-3.fna,Clade3,2938765,downstream_gene_variant
TM10-3.fna,Clade3,2938768,downstream_gene_variant
TM10-3.fna,Clade3,2938814,downstream_gene_variant
TM10-3.fna,Clade3,2938876,downstream_gene_variant
TM10-3.fna,Clade3,2938897,downstream_gene_variant
TM10-3.fna,Clade3,2939155,downstream_gene_variant
TM10-3.fna,Clade3,2939269,downstream_gene_variant
TM10-3.fna,Clade3,2939410,downstream_gene_variant
TM10-3.fna,Clade3,2939431,downstream_gene_variant
TM10-3.fna,Clade3,2939560,downstream_gene_variant
TM10-3.fna,Clade3,2939566,downstream_gene_variant
TM10-3.fna,Clade3,2939581,downstream_gene_variant
TM10-3.fna,Clade3,2939749,downstream_gene_variant
TM10-3.fna,Clade3,2939797,downstream_gene_variant
TM10-3.fna,Clade3,2939812,downstream_gene_variant
TM10-3.fna,Clade3,2939815,downstream_gene_variant
TM10-3.fna,Clade3,2939833,downstream_gene_variant
TM10-3.fna,Clade3,2939836,downstream_gene_variant
TM10-3.fna,Clade3,2941381,downstream_gene_variant
TM10-3.fna,Clade3,2941555,synonymous_variant
TM10-3.fna,Clade3,2941561,synonymous_variant
TM10-3.fna,Clade3,2941639,synonymous_variant
TM10-3.fna,Clade3,2941642,missense_variant
TM10-3.fna,Clade3,2941654,synonymous_variant
TM10-3.fna,Clade3,2941693,synonymous_variant
TM10-3.fna,Clade3,2941750,synonymous_variant
TM10-3.fna,Clade3,2941786,synonymous_variant
TM10-3.fna,Clade3,2941804,synonymous_variant
TM10-3.fna,Clade3,2941816,synonymous_variant
TM10-3.fna,Clade3,2941948,missense_variant
TM10-3.fna,Clade3,2942650,synonymous_variant
TM10-3.fna,Clade3,2942862,missense_variant
TM10-3.fna,Clade3,2942984,missense_variant
TM10-3.fna,Clade3,2943112,synonymous_variant
TM10-3.fna,Clade3,2943506,upstream_gene_variant
GCA_018784685.fna,Clade3,2936436,downstream_gene_variant
GCA_018784685.fna,Clade3,2936499,downstream_gene_variant
GCA_018784685.fna,Clade3,2936501,downstream_gene_variant
GCA_018784685.fna,Clade3,2936622,downstream_gene_variant
GCA_018784685.fna,Clade3,2936950,downstream_gene_variant
GCA_018784685.fna,Clade3,2936964,downstream_gene_variant
GCA_018784685.fna,Clade3,2937024,downstream_gene_variant
GCA_018784685.fna,Clade3,2937066,downstream_gene_variant
GCA_018784685.fna,Clade3,2938876,downstream_gene_variant
GCA_018784685.fna,Clade3,2939146,downstream_gene_variant
GCA_018784685.fna,Clade3,2939155,downstream_gene_variant
GCA_018784685.fna,Clade3,2939227,downstream_gene_variant
GCA_018784685.fna,Clade3,2939341,downstream_gene_variant
GCA_018784685.fna,Clade3,2939566,downstream_gene_variant
GCA_018784685.fna,Clade3,2939646,downstream_gene_variant
GCA_018784685.fna,Clade3,2939668,downstream_gene_variant
GCA_018784685.fna,Clade3,2939833,downstream_gene_variant
GCA_018784685.fna,Clade3,2941398,downstream_gene_variant
GCA_018784685.fna,Clade3,2941413,downstream_gene_variant
GCA_018784685.fna,Clade3,2941510,missense_variant
GCA_018784685.fna,Clade3,2941523,missense_variant
GCA_018784685.fna,Clade3,2941524,missense_variant
GCA_018784685.fna,Clade3,2941528,synonymous_variant
GCA_018784685.fna,Clade3,2941534,synonymous_variant
GCA_018784685.fna,Clade3,2941535,missense_variant
GCA_018784685.fna,Clade3,2941540,synonymous_variant
GCA_018784685.fna,Clade3,2941542,missense_variant
GCA_018784685.fna,Clade3,2941548,missense_variant
GCA_018784685.fna,Clade3,2941555,synonymous_variant
GCA_018784685.fna,Clade3,2941561,synonymous_variant
GCA_018784685.fna,Clade3,2941639,synonymous_variant
GCA_018784685.fna,Clade3,2941645,synonymous_variant
GCA_018784685.fna,Clade3,2941654,synonymous_variant
GCA_018784685.fna,Clade3,2941693,synonymous_variant
GCA_018784685.fna,Clade3,2941723,synonymous_variant
GCA_018784685.fna,Clade3,2941816,synonymous_variant
GCA_018784685.fna,Clade3,2941948,missense_variant
GCA_018784685.fna,Clade3,2942661,missense_variant
GCA_018784685.fna,Clade3,2942757,missense_variant
GCA_018784685.fna,Clade3,2942767,synonymous_variant
GCA_018784685.fna,Clade3,2942836,synonymous_variant
GCA_018784685.fna,Clade3,2942862,missense_variant
GCA_018784685.fna,Clade3,2942865,missense_variant
GCA_018784685.fna,Clade3,2942884,synonymous_variant
GCA_018784685.fna,Clade3,2943015,missense_variant
GCA_018784685.fna,Clade3,2943027,missense_variant
GCA_018784685.fna,Clade3,2943033,missense_variant
GCA_018784685.fna,Clade3,2943040,synonymous_variant
GCA_018784685.fna,Clade3,2943058,synonymous_variant
GCA_018784685.fna,Clade3,2943085,synonymous_variant
GCA_018784685.fna,Clade3,2943106,synonymous_variant
GCA_018784685.fna,Clade3,2943136,synonymous_variant
GCA_018784685.fna,Clade3,2943175,synonymous_variant
GCA_018784685.fna,Clade3,2943270,missense_variant
GCA_018784685.fna,Clade3,2943278,missense_variant
GCA_018784685.fna,Clade3,2943289,synonymous_variant
GCA_018784685.fna,Clade3,2943301,synonymous_variant
GCA_018784685.fna,Clade3,2943302,stop_gained
GCA_018784685.fna,Clade3,2943303,missense_variant
GCA_018784685.fna,Clade3,2943305,missense_variant
GCA_018784685.fna,Clade3,2943309,synonymous_variant
GCA_018784685.fna,Clade3,2943311,missense_variant
GCA_018784685.fna,Clade3,2943312,missense_variant
GCA_018784685.fna,Clade3,2943313,missense_variant
GCA_018784685.fna,Clade3,2943319,synonymous_variant
GCA_018784685.fna,Clade3,2943415,synonymous_variant
GCA_018784725.fna,Clade3,2936622,downstream_gene_variant
GCA_018784725.fna,Clade3,2936679,downstream_gene_variant
GCA_018784725.fna,Clade3,2936964,downstream_gene_variant
GCA_018784725.fna,Clade3,2937024,downstream_gene_variant
GCA_018784725.fna,Clade3,2937051,downstream_gene_variant
GCA_018784725.fna,Clade3,2938876,downstream_gene_variant
GCA_018784725.fna,Clade3,2939155,downstream_gene_variant
GCA_018784725.fna,Clade3,2939233,downstream_gene_variant
GCA_018784725.fna,Clade3,2939539,downstream_gene_variant
GCA_018784725.fna,Clade3,2939566,downstream_gene_variant
GCA_018784725.fna,Clade3,2939623,downstream_gene_variant
GCA_018784725.fna,Clade3,2939646,downstream_gene_variant
GCA_018784725.fna,Clade3,2939668,downstream_gene_variant
GCA_018784725.fna,Clade3,2939833,downstream_gene_variant
GCA_018784725.fna,Clade3,2941524,missense_variant
GCA_018784725.fna,Clade3,2941561,synonymous_variant
GCA_018784725.fna,Clade3,2941639,synonymous_variant
GCA_018784725.fna,Clade3,2941654,synonymous_variant
GCA_018784725.fna,Clade3,2941816,synonymous_variant
GCA_018784725.fna,Clade3,2941921,synonymous_variant
GCA_018784725.fna,Clade3,2941948,missense_variant
GCA_018784725.fna,Clade3,2942719,synonymous_variant
GCA_018784725.fna,Clade3,2942757,missense_variant
GCA_018784725.fna,Clade3,2942767,synonymous_variant
GCA_018784725.fna,Clade3,2942769,missense_variant
GCA_018784725.fna,Clade3,2942862,missense_variant
GCA_018784725.fna,Clade3,2942908,synonymous_variant
GCA_018784725.fna,Clade3,2943015,missense_variant
GCA_018784725.fna,Clade3,2943027,missense_variant
GCA_018784725.fna,Clade3,2943033,missense_variant
GCA_018784725.fna,Clade3,2943040,synonymous_variant
GCA_018784725.fna,Clade3,2943058,synonymous_variant
GCA_018784725.fna,Clade3,2943078,missense_variant
GCA_018784725.fna,Clade3,2943097,synonymous_variant
GCA_018784725.fna,Clade3,2943106,synonymous_variant
GCA_018784725.fna,Clade3,2943112,synonymous_variant
GCA_018784725.fna,Clade3,2943166,synonymous_variant
GCA_018784725.fna,Clade3,2943175,synonymous_variant
GCA_018784725.fna,Clade3,2943270,missense_variant
GCA_018784725.fna,Clade3,2943278,missense_variant
GCA_018784725.fna,Clade3,2943301,synonymous_variant
GCA_018784725.fna,Clade3,2943302,stop_gained
GCA_018784725.fna,Clade3,2943303,missense_variant
GCA_018784725.fna,Clade3,2943305,missense_variant
GCA_018784725.fna,Clade3,2943309,synonymous_variant
GCA_018784725.fna,Clade3,2943311,missense_variant
GCA_018784725.fna,Clade3,2943319,synonymous_variant
GCA_018784725.fna,Clade3,2943506,upstream_gene_variant
12718_7_53.fna,Clade3,2936532,downstream_gene_variant
12718_7_53.fna,Clade3,2936535,downstream_gene_variant
12718_7_53.fna,Clade3,2936556,downstream_gene_variant
12718_7_53.fna,Clade3,2936559,downstream_gene_variant
12718_7_53.fna,Clade3,2936586,downstream_gene_variant
12718_7_53.fna,Clade3,2936601,downstream_gene_variant
12718_7_53.fna,Clade3,2936622,downstream_gene_variant
12718_7_53.fna,Clade3,2936634,downstream_gene_variant
12718_7_53.fna,Clade3,2936650,downstream_gene_variant
12718_7_53.fna,Clade3,2936679,downstream_gene_variant
12718_7_53.fna,Clade3,2937024,downstream_gene_variant
12718_7_53.fna,Clade3,2937081,downstream_gene_variant
12718_7_53.fna,Clade3,2938708,downstream_gene_variant
12718_7_53.fna,Clade3,2938897,downstream_gene_variant
12718_7_53.fna,Clade3,2938918,downstream_gene_variant
12718_7_53.fna,Clade3,2939044,downstream_gene_variant
12718_7_53.fna,Clade3,2939566,downstream_gene_variant
12718_7_53.fna,Clade3,2939625,downstream_gene_variant
12718_7_53.fna,Clade3,2939646,downstream_gene_variant
12718_7_53.fna,Clade3,2939668,downstream_gene_variant
12718_7_53.fna,Clade3,2939803,downstream_gene_variant
12718_7_53.fna,Clade3,2939833,downstream_gene_variant
12718_7_53.fna,Clade3,2941381,downstream_gene_variant
12718_7_53.fna,Clade3,2941386,downstream_gene_variant
12718_7_53.fna,Clade3,2941389,downstream_gene_variant
12718_7_53.fna,Clade3,2941398,downstream_gene_variant
12718_7_53.fna,Clade3,2941498,synonymous_variant
12718_7_53.fna,Clade3,2941499,missense_variant
12718_7_53.fna,Clade3,2941503,missense_variant
12718_7_53.fna,Clade3,2941510,missense_variant
12718_7_53.fna,Clade3,2941515,missense_variant
12718_7_53.fna,Clade3,2941523,missense_variant
12718_7_53.fna,Clade3,2941524,missense_variant
12718_7_53.fna,Clade3,2941528,synonymous_variant
12718_7_53.fna,Clade3,2941534,synonymous_variant
12718_7_53.fna,Clade3,2941535,missense_variant
12718_7_53.fna,Clade3,2941540,synonymous_variant
12718_7_53.fna,Clade3,2941542,missense_variant
12718_7_53.fna,Clade3,2941548,missense_variant
12718_7_53.fna,Clade3,2941555,synonymous_variant
12718_7_53.fna,Clade3,2941561,synonymous_variant
12718_7_53.fna,Clade3,2941639,synonymous_variant
12718_7_53.fna,Clade3,2941654,synonymous_variant
12718_7_53.fna,Clade3,2941816,synonymous_variant
12718_7_53.fna,Clade3,2941897,synonymous_variant
12718_7_53.fna,Clade3,2941948,missense_variant
12718_7_53.fna,Clade3,2942757,missense_variant
12718_7_53.fna,Clade3,2942767,synonymous_variant
12718_7_53.fna,Clade3,2942862,missense_variant
12718_7_53.fna,Clade3,2943112,synonymous_variant
12718_7_53.fna,Clade3,2943506,upstream_gene_variant
GCA_001405295.fna,Clade3,2936505,downstream_gene_variant
GCA_001405295.fna,Clade3,2936622,downstream_gene_variant
GCA_001405295.fna,Clade3,2936964,downstream_gene_variant
GCA_001405295.fna,Clade3,2937024,downstream_gene_variant
GCA_001405295.fna,Clade3,2937042,downstream_gene_variant
GCA_001405295.fna,Clade3,2938792,downstream_gene_variant
GCA_001405295.fna,Clade3,2938876,downstream_gene_variant
GCA_001405295.fna,Clade3,2939044,downstream_gene_variant
GCA_001405295.fna,Clade3,2939155,downstream_gene_variant
GCA_001405295.fna,Clade3,2939377,downstream_gene_variant
GCA_001405295.fna,Clade3,2939566,downstream_gene_variant
GCA_001405295.fna,Clade3,2939625,downstream_gene_variant
GCA_001405295.fna,Clade3,2939646,downstream_gene_variant
GCA_001405295.fna,Clade3,2939668,downstream_gene_variant
GCA_001405295.fna,Clade3,2939833,downstream_gene_variant
GCA_001405295.fna,Clade3,2939845,downstream_gene_variant
GCA_001405295.fna,Clade3,2941398,downstream_gene_variant
GCA_001405295.fna,Clade3,2941413,downstream_gene_variant
GCA_001405295.fna,Clade3,2941498,synonymous_variant
GCA_001405295.fna,Clade3,2941499,missense_variant
GCA_001405295.fna,Clade3,2941503,missense_variant
GCA_001405295.fna,Clade3,2941510,missense_variant
GCA_001405295.fna,Clade3,2941515,missense_variant
GCA_001405295.fna,Clade3,2941523,missense_variant
GCA_001405295.fna,Clade3,2941524,missense_variant
GCA_001405295.fna,Clade3,2941528,synonymous_variant
GCA_001405295.fna,Clade3,2941534,synonymous_variant
GCA_001405295.fna,Clade3,2941535,missense_variant
GCA_001405295.fna,Clade3,2941540,synonymous_variant
GCA_001405295.fna,Clade3,2941542,missense_variant
GCA_001405295.fna,Clade3,2941548,missense_variant
GCA_001405295.fna,Clade3,2941555,synonymous_variant
GCA_001405295.fna,Clade3,2941561,synonymous_variant
GCA_001405295.fna,Clade3,2941615,synonymous_variant
GCA_001405295.fna,Clade3,2941621,missense_variant
GCA_001405295.fna,Clade3,2941627,synonymous_variant
GCA_001405295.fna,Clade3,2941639,synonymous_variant
GCA_001405295.fna,Clade3,2941654,synonymous_variant
GCA_001405295.fna,Clade3,2941816,synonymous_variant
GCA_001405295.fna,Clade3,2941948,missense_variant
GCA_001405295.fna,Clade3,2942650,synonymous_variant
GCA_001405295.fna,Clade3,2942862,missense_variant
GCA_001405295.fna,Clade3,2943112,synonymous_variant
GCA_001405295.fna,Clade3,2943211,missense_variant
GCA_001405295.fna,Clade3,2943506,upstream_gene_variant
GCA_001406375.fna,Clade3,2936436,downstream_gene_variant
GCA_001406375.fna,Clade3,2936568,downstream_gene_variant
GCA_001406375.fna,Clade3,2936596,downstream_gene_variant
GCA_001406375.fna,Clade3,2936964,downstream_gene_variant
GCA_001406375.fna,Clade3,2937024,downstream_gene_variant
GCA_001406375.fna,Clade3,2937081,downstream_gene_variant
GCA_001406375.fna,Clade3,2938876,downstream_gene_variant
GCA_001406375.fna,Clade3,2939044,downstream_gene_variant
GCA_001406375.fna,Clade3,2939422,downstream_gene_variant
GCA_001406375.fna,Clade3,2939566,downstream_gene_variant
GCA_001406375.fna,Clade3,2939625,downstream_gene_variant
GCA_001406375.fna,Clade3,2939646,downstream_gene_variant
GCA_001406375.fna,Clade3,2939668,downstream_gene_variant
GCA_001406375.fna,Clade3,2939803,downstream_gene_variant
GCA_001406375.fna,Clade3,2939833,downstream_gene_variant
GCA_001406375.fna,Clade3,2941381,downstream_gene_variant
GCA_001406375.fna,Clade3,2941498,synonymous_variant
GCA_001406375.fna,Clade3,2941499,missense_variant
GCA_001406375.fna,Clade3,2941503,missense_variant
GCA_001406375.fna,Clade3,2941510,missense_variant
GCA_001406375.fna,Clade3,2941515,missense_variant
GCA_001406375.fna,Clade3,2941523,missense_variant
GCA_001406375.fna,Clade3,2941524,missense_variant
GCA_001406375.fna,Clade3,2941528,synonymous_variant
GCA_001406375.fna,Clade3,2941534,synonymous_variant
GCA_001406375.fna,Clade3,2941535,missense_variant
GCA_001406375.fna,Clade3,2941540,synonymous_variant
GCA_001406375.fna,Clade3,2941542,missense_variant
GCA_001406375.fna,Clade3,2941548,missense_variant
GCA_001406375.fna,Clade3,2941555,synonymous_variant
GCA_001406375.fna,Clade3,2941561,synonymous_variant
GCA_001406375.fna,Clade3,2941567,synonymous_variant
GCA_001406375.fna,Clade3,2941615,synonymous_variant
GCA_001406375.fna,Clade3,2941816,synonymous_variant
GCA_001406375.fna,Clade3,2941921,synonymous_variant
GCA_001406375.fna,Clade3,2941948,missense_variant
GCA_001406375.fna,Clade3,2942757,missense_variant
GCA_001406375.fna,Clade3,2942767,synonymous_variant
GCA_001406375.fna,Clade3,2942862,missense_variant
GCA_001406375.fna,Clade3,2943112,synonymous_variant
GCA_001406375.fna,Clade3,2943506,upstream_gene_variant
GCA_001406835.fna,Clade3,2936622,downstream_gene_variant
GCA_001406835.fna,Clade3,2936651,downstream_gene_variant
GCA_001406835.fna,Clade3,2936673,downstream_gene_variant
GCA_001406835.fna,Clade3,2936685,downstream_gene_variant
GCA_001406835.fna,Clade3,2936964,downstream_gene_variant
GCA_001406835.fna,Clade3,2937024,downstream_gene_variant
GCA_001406835.fna,Clade3,2937051,downstream_gene_variant
GCA_001406835.fna,Clade3,2938792,downstream_gene_variant
GCA_001406835.fna,Clade3,2938876,downstream_gene_variant
GCA_001406835.fna,Clade3,2938897,downstream_gene_variant
GCA_001406835.fna,Clade3,2939155,downstream_gene_variant
GCA_001406835.fna,Clade3,2939341,downstream_gene_variant
GCA_001406835.fna,Clade3,2939539,downstream_gene_variant
GCA_001406835.fna,Clade3,2939566,downstream_gene_variant
GCA_001406835.fna,Clade3,2939646,downstream_gene_variant
GCA_001406835.fna,Clade3,2939668,downstream_gene_variant
GCA_001406835.fna,Clade3,2939749,downstream_gene_variant
GCA_001406835.fna,Clade3,2939833,downstream_gene_variant
GCA_001406835.fna,Clade3,2941398,downstream_gene_variant
GCA_001406835.fna,Clade3,2941413,downstream_gene_variant
GCA_001406835.fna,Clade3,2941639,synonymous_variant
GCA_001406835.fna,Clade3,2941654,synonymous_variant
GCA_001406835.fna,Clade3,2941693,synonymous_variant
GCA_001406835.fna,Clade3,2941933,synonymous_variant
GCA_001406835.fna,Clade3,2941948,missense_variant
GCA_001406835.fna,Clade3,2941957,synonymous_variant
GCA_001406835.fna,Clade3,2942767,synonymous_variant
GCA_001406835.fna,Clade3,2942836,synonymous_variant
GCA_001406835.fna,Clade3,2942862,missense_variant
GCA_001406835.fna,Clade3,2942865,missense_variant
GCA_001406835.fna,Clade3,2942884,synonymous_variant
GCA_001406835.fna,Clade3,2943015,missense_variant
GCA_001406835.fna,Clade3,2943027,missense_variant
GCA_001406835.fna,Clade3,2943033,missense_variant
GCA_001406835.fna,Clade3,2943040,synonymous_variant
GCA_001406835.fna,Clade3,2943058,synonymous_variant
GCA_001406835.fna,Clade3,2943078,missense_variant
GCA_001406835.fna,Clade3,2943085,synonymous_variant
GCA_001406835.fna,Clade3,2943106,synonymous_variant
GCA_001406835.fna,Clade3,2943136,synonymous_variant
GCA_001406835.fna,Clade3,2943175,synonymous_variant
GCA_001406835.fna,Clade3,2943229,synonymous_variant
GCA_001406835.fna,Clade3,2943270,missense_variant
GCA_001406835.fna,Clade3,2943278,missense_variant
