Gene,12718_7_47,18048_1_63,18048_2_63,AF16-22,AF16-5,AF19-8AC,AF22-21,AF38-1,AF99-32,AM14-16,GCA_000154425,GCA_001404315,GCA_001404675,GCA_001405115,GCA_001406175,GCA_009875795,GCA_009875825,GCA_013301435,GCA_016586415,OM06-25,OM06-34AC,TF11-13
group_4201,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
gpr_1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
iscS_1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
mtaB,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4205,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
yrrK,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4207,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
trmR,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
rlhA,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_421,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4213,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4214,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4215,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4216,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4217,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4218,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
xseA,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
xseB,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4221,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
recN,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
spoIVB,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
spo0A_1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
spo0A_2,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
glgB_3,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
lnrL_2,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
comM,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4229,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4230,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4231,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
yajC,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
yciV,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_424,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
lacX,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4241,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4242,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4243,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4244,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
rqcH,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4246,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
rlmN,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
prpC_1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
rsgA,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
hcaR,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
rpe,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
thiN,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4252,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
rlmH_1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
yidA,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
tagU_2,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
rasP,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4258,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
arnC_2,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
epsH_2,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4270,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4271,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4273,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4274,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4275,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4276,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4277,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
ziaR_2,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
yicL,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_428,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4280,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
yhgF,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4282,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
pspB,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4284,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4285,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4286,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4287,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_431,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
cwlC,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4318,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4319,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4320,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4322,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4323,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4324,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4325,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4329,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4334,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
miaA,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
sasA_5,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4409,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4751,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
hemW,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_52,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_53,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
tig_2,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_5635,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_569,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
group_606,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1
phoP_1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
group_6204,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
dosP,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
miaB_1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_689,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_691,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_693,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_694,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
yjjP,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_696,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_697,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_705,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_708,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_709,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
yafV,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
gph_1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_714,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_715,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_724,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_728,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_729,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
ltaS2,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
rny_2,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_733,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_734,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_736,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_738,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
thiE_1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
aroE,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
ypdF,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_744,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_745,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_746,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
rsxE,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
ftsE_1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_751,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_753,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_756,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_765,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_792,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_82,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_86,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
eamA,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
group_1105,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1
group_1128,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1
group_116,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
group_1176,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
group_122,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
dapF,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_181,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_1819,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1
rbn,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1
group_205,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
group_2103,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
group_2132,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_2166,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
barA,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
group_2239,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
group_278,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
group_281,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
cmk_2,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
tepA,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_3779,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
macB,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
group_3900,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
group_3925,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
group_3950,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
group_3955,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
lexA_2,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
group_4063,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4099,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1
group_413,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4272,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_429,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1
hisC,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_59,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
group_727,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
group_107,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0
group_111,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1
rcsC_5,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1
group_13,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1
toxN_1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0
group_19,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0
group_227,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1
group_34,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1
group_345,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0
group_350,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
ydaF,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1
group_4143,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
group_4210,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4211,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
group_4212,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
group_427,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
group_4404,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
group_627,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0
group_699,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
group_70,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
group_704,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
group_741,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
group_7627,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0
rcsC_4,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0
lacZ_2,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
yobL,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
rcsC_8,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1
group_1179,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1
group_1262,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
group_1272,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1
group_147,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1
ypdB,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1
group_173,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0
group_188,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
yoeB,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1
yefM,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1
yfiC,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,1
group_209,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1
group_2129,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1
group_2130,0,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1
group_2221,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
group_2222,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
group_2280,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1
group_2287,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
group_2288,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
group_229,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1
group_2312,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1
cysG_2,1,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1
group_289,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0
group_2947,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
group_2948,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
group_2980,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0
group_3169,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0
cynS,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0,0,0
bcrA_3,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1
group_3548,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1
abf2,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0
araC_2,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0
group_4169,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
group_4170,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
group_4171,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
slyA,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1
group_571,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0
group_573,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0
group_673,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1
group_757,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1
group_85,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1
dapH,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1
dbpA,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0
group_1249,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1
apaH_5,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
soxB,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0
group_1891,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1
group_1955,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0
group_2013,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1
group_2047,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1
group_2065,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1
group_2068,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1
group_2297,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
group_245,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1
group_26,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1
saeR,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1
manA_2,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0
group_3375,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0
group_3377,1,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1
group_3434,1,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1,0
group_3596,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1
dnaG_4,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1
group_3598,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1
group_3599,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1
group_3600,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1
bdhA,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0
group_3778,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1
group_4148,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1
group_422,0,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1
toxN_2,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1
group_5,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1,0
rhaS_8,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0
group_592,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
group_674,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
group_682,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1
group_723,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0
yhcG,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1
group_94,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1
xerC_3,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0
group_1100,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
group_1130,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1
group_1135,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0
yesO,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0
group_1228,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,1
sasA_3,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1
group_1266,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1
group_1274,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1
